workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,age_bin,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,batch
4020,cloze-event,60,Daily,NA,OH,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,672e63179eef73bbebeb9406,APPROVED,Not Applicable,2024-11-08T19:14:43Z,2024-11-08T19:17:14Z,2024-11-08T23:39:38Z,2024-11-08T19:17:31Z,152,COHS0MZY,409,English,Democrat,60,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),post
4312,cloze-event,29,Daily,NA,CA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,None,25-34,672e6a75df6618f2f47e6c9b,APPROVED,Not Applicable,2024-11-08T19:46:02Z,2024-11-08T19:47:34Z,2024-11-08T23:31:40Z,2024-11-08T19:47:36Z,92,COHS0MZY,298,English,Independent,29,Male,Black,United States,United States,United States,English,Yes,Part-Time,post
3660,spr-event,65,Daily,NA,OR,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,≥65,672e5bf416a7ada85e77f9c3,APPROVED,Not Applicable,2024-11-08T18:44:11Z,2024-11-08T18:47:45Z,2024-11-08T23:38:58Z,2024-11-08T18:49:24Z,215,COHS0MZY,610,English,Independent,65,Female,White,United States,United States,United States,English,No,Other,post
4238,spr-event,46,Daily,NA,WA,Female,I don't care,Yes,Yes,2-year college degree,Yes,Independent,45-54,672e685f2cb4de227e7ce6c8,APPROVED,Not Applicable,2024-11-08T19:37:15Z,2024-11-08T19:40:06Z,2024-11-08T23:40:55Z,2024-11-08T19:41:15Z,172,COHS0MZY,150,English,Independent,46,Female,Other,United States,United States,United States,English,No,Full-Time,post
4909,spr-event,61,Daily,NA,GA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,67303a4bca7c1ea5cf50f0c6,APPROVED,Not Applicable,2024-11-10T04:44:59Z,2024-11-10T04:47:49Z,2024-11-11T15:55:27Z,2024-11-10T04:49:37Z,171,COHS0MZY,27,English,Republican,61,Male,White,United States,United States,United States,English,No,Part-Time,post
3898,event-cloze,38,Daily,NA,AZ,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,35-44,672e602fb680a093d0c88502,APPROVED,Not Applicable,2024-11-08T19:04:34Z,2024-11-08T19:06:14Z,2024-11-08T23:37:57Z,2024-11-08T19:06:22Z,100,COHS0MZY,3897,English,Independent,38,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),post
4366,event-cloze,65,Daily,NA,LA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,≥65,672e6c12787cff9266552906,APPROVED,Not Applicable,2024-11-08T19:53:00Z,2024-11-08T19:58:03Z,2024-11-08T23:39:50Z,2024-11-08T19:58:04Z,304,COHS0MZY,1281,English,Democrat,65,Female,Black,United States,United States,United States,English,No,Due to start a new job within the next month,post
4037,maze-event,23,Weekly,NA,NY,Male,I don't care,Yes,Yes,4-year college degree,Yes,Independent,18-24,672e637d13a237d7d7404f69,APPROVED,Not Applicable,2024-11-08T19:16:19Z,2024-11-08T19:19:12Z,2024-11-08T23:36:31Z,2024-11-08T19:19:13Z,174,COHS0MZY,33,English,Independent,23,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),post
3913,event-spr,49,Daily,NA,FL,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,45-54,672e610b1063bed29a24af20,APPROVED,Not Applicable,2024-11-08T19:05:52Z,2024-11-08T19:08:12Z,2024-11-08T23:40:44Z,2024-11-08T19:08:20Z,140,COHS0MZY,457,English,Independent,49,Female,White,United States,United States,United States,English,No,Full-Time,post
4651,cloze-event,24,Daily,NA,TN,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,18-24,672e93b182c5078f8e5201dd,APPROVED,Not Applicable,2024-11-08T22:41:58Z,2024-11-08T22:44:06Z,2024-11-08T23:40:07Z,2024-11-08T22:44:07Z,128,COHS0MZY,3726,English,Independent,24,Female,White,United States,United States,United States,English,No,Full-Time,post
4313,event-maze,55,Daily,NA,OR,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,672e6a7ef968f491b935600d,APPROVED,Not Applicable,2024-11-08T19:46:12Z,2024-11-08T19:49:38Z,2024-11-08T23:38:31Z,2024-11-08T19:51:45Z,206,COHS0MZY,3523,English,Democrat,55,Male,White,United Kingdom,United States,United States,English,No,Full-Time,post
3420,event-spr,29,Less than monthly,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,672e56c6ab80829c9b4b0244,APPROVED,Not Applicable,2024-11-08T18:22:05Z,2024-11-08T18:24:33Z,2024-11-08T23:35:23Z,2024-11-08T18:25:04Z,148,COHS0MZY,1275,English,Democrat,29,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking),post
4221,event-spr,67,Daily,NA,IN,Male,Donald Trump,Yes,Yes,Doctorate,Yes,Republican,≥65,672e67b133ff0c6e79582f97,APPROVED,Not Applicable,2024-11-08T19:34:18Z,2024-11-08T19:36:05Z,2024-11-08T23:38:49Z,2024-11-08T19:36:26Z,108,COHS0MZY,9097,"English, Spanish",Republican,67,Male,White,United States,United States,United States,English,No,Part-Time,post
3471,cloze-event,57,Daily,NA,SC,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,672e5883a101aae9be36dd05,APPROVED,Not Applicable,2024-11-08T18:29:27Z,2024-11-08T18:30:59Z,2024-11-08T23:38:23Z,2024-11-08T18:31:00Z,93,COHS0MZY,2826,English,Democrat,57,Male,White,United States,United States,United States,English,No,Full-Time,post
4852,spr-event,56,Daily,NA,MS,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,672f6fd5d80a697503d5a4bb,APPROVED,Not Applicable,2024-11-09T14:21:20Z,2024-11-09T14:23:21Z,2024-11-09T15:44:08Z,2024-11-09T14:23:21Z,122,COHS0MZY,552,English,Republican,56,Female,White,United States,United States,United States,English,No,Full-Time,post
3861,spr-event,27,Daily,NA,TX,Male,I don't care,Yes,Yes,High school graduate,Yes,Independent,25-34,672e5ff37b0d9a3896403c0e,APPROVED,Not Applicable,2024-11-08T19:01:15Z,2024-11-08T19:02:57Z,2024-11-08T23:31:22Z,2024-11-08T19:02:58Z,102,COHS0MZY,1114,English,Independent,27,Male,White,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking),post
4914,event-cloze,58,Daily,NA,SC,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,55-64,6730c43683fb4a3686d2bd72,APPROVED,Not Applicable,2024-11-10T14:33:26Z,2024-11-10T14:38:27Z,2024-11-11T15:55:47Z,2024-11-10T14:40:39Z,302,COHS0MZY,26,English,Independent,58,Male,White,United States,United States,United States,English,No,Full-Time,post
3665,maze-event,47,Weekly,NA,NY,Female,I'd rather not say,Yes,Yes,4-year college degree,Yes,Rather not say,45-54,672e5c29a5d8ce582ca582ba,APPROVED,Not Applicable,2024-11-08T18:45:09Z,2024-11-08T18:51:25Z,2024-11-08T23:35:04Z,2024-11-08T18:51:27Z,376,COHS0MZY,44,English,Democrat,47,Female,Mixed,Ghana,United States,United States,English,No,Other,post
3371,event-maze,46,Daily,NA,MD,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,45-54,672e549fd7581f3f7e19ec8d,APPROVED,Not Applicable,2024-11-08T18:13:00Z,2024-11-08T18:19:39Z,2024-11-08T23:40:10Z,2024-11-08T18:19:40Z,400,COHS0MZY,1007,English,Independent,46,Male,Black,United States,United States,United States,English,No,Part-Time,post
3691,event-cloze,29,Daily,NA,GA,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,25-34,672e5cab1b23af080680765d,APPROVED,Not Applicable,2024-11-08T18:47:11Z,2024-11-08T18:48:27Z,2024-11-08T23:37:26Z,2024-11-08T18:49:35Z,77,COHS0MZY,298,English,Independent,29,Female,White,United States,United States,United States,English,No,Full-Time,post
4555,event-spr,60,Daily,NA,GA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,672e7de203c23eca96abdfab,APPROVED,Not Applicable,2024-11-08T21:08:55Z,2024-11-08T21:10:01Z,2024-11-08T23:38:35Z,2024-11-08T21:13:29Z,66,COHS0MZY,3524,English,Democrat,60,Male,Black,United States,United States,United States,English,No,Full-Time,post
4003,event-cloze,40,Daily,NA,TX,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,35-44,672e62cb9cbec5c4ae71a443,APPROVED,Not Applicable,2024-11-08T19:13:21Z,2024-11-08T19:16:30Z,2024-11-08T23:38:03Z,2024-11-08T19:17:24Z,190,COHS0MZY,116,English,Independent,40,Male,White,United States,United States,United States,English,No,Full-Time,post
3828,maze-event,43,Daily,NA,OH,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,35-44,672e5f3eec719d87a27f43a6,APPROVED,Not Applicable,2024-11-08T18:58:15Z,2024-11-08T19:00:28Z,2024-11-08T23:33:22Z,2024-11-08T19:00:35Z,133,COHS0MZY,7859,English,Republican,43,Male,White,United States,United States,United States,English,Yes,Full-Time,post
3424,spr-event,35,Daily,NA,MO,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,35-44,672e56f0f43913c052d672f1,APPROVED,Not Applicable,2024-11-08T18:22:44Z,2024-11-08T18:24:47Z,2024-11-08T23:37:49Z,2024-11-08T18:25:13Z,123,COHS0MZY,84,English,Independent,35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,post
3566,spr-event,46,Monthly,NA,GA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,45-54,672e5aadc2bbd9b3affb1883,APPROVED,Not Applicable,2024-11-08T18:38:46Z,2024-11-08T18:41:54Z,2024-11-08T23:36:12Z,2024-11-08T18:41:55Z,189,COHS0MZY,176,English,Republican,46,Female,White,United States,United States,United States,English,No,Part-Time,post
4881,cloze-event,59,Daily,NA,CO,Male,Donald Trump,Yes,Yes,Some college,Yes,Other,55-64,672f9a044d82c59142d2143a,APPROVED,Not Applicable,2024-11-09T17:21:29Z,2024-11-09T17:24:05Z,2024-11-09T18:39:47Z,2024-11-09T17:24:06Z,157,COHS0MZY,447,English,Independent,59,Male,Mixed,United States,United States,United States,English,No,Full-Time,post
3440,event-spr,30,Daily,NA,IN,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,672e577fe8b6aa0eee3212a6,APPROVED,Not Applicable,2024-11-08T18:25:07Z,2024-11-08T18:27:54Z,2024-11-08T23:35:24Z,2024-11-08T18:27:55Z,168,COHS0MZY,75,English,Democrat,30,Female,Mixed,United States,United States,United States,English,No,Part-Time,post
3905,spr-event,41,Daily,NA,MI,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,35-44,672e60e969fbe6b8cb627bcf,APPROVED,Not Applicable,2024-11-08T19:05:18Z,2024-11-08T19:07:15Z,2024-11-08T23:33:45Z,2024-11-08T19:07:25Z,118,COHS0MZY,244,English,Republican,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",post
3970,cloze-event,68,Daily,NA,TX,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,≥65,672e623072e88683ca5faae5,APPROVED,Not Applicable,2024-11-08T19:10:51Z,2024-11-08T19:17:35Z,2024-11-08T23:38:28Z,2024-11-08T19:17:45Z,404,COHS0MZY,148,English,Democrat,68,Male,White,United States,United States,United States,English,No,Other,post
3464,cloze-event,23,Daily,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,18-24,672e58576283166865d9bc19,APPROVED,Not Applicable,2024-11-08T18:28:44Z,2024-11-08T18:30:01Z,2024-11-08T23:33:56Z,2024-11-08T18:30:03Z,77,COHS0MZY,224,English,Democrat,23,Male,White,United States,United States,United States,English,No,Full-Time,post
3852,spr-event,47,Daily,NA,NE,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,45-54,672e5fe489671d348c4bdb0a,APPROVED,Not Applicable,2024-11-08T19:00:59Z,2024-11-08T19:03:10Z,2024-11-08T23:40:13Z,2024-11-08T19:03:18Z,132,COHS0MZY,1011,English,Independent,47,Male,White,United States,United States,United States,English,No,Full-Time,post
3491,cloze-event,41,Weekly,NA,CA,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,35-44,672e58bc45e2cf855a0d60b5,APPROVED,Not Applicable,2024-11-08T18:31:10Z,2024-11-08T18:33:58Z,2024-11-08T23:35:46Z,2024-11-08T18:34:45Z,169,COHS0MZY,219,English,Democrat,41,Female,Mixed,United States,United States,United States,English,No,Part-Time,post
4461,cloze-event,57,Weekly,NA,MA,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,55-64,672e6ef78e7ccdcc352fb369,APPROVED,Not Applicable,2024-11-08T20:14:14Z,2024-11-08T20:17:08Z,2024-11-08T23:39:53Z,2024-11-08T20:17:50Z,174,COHS0MZY,5265,English,Democrat,57,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,post
4407,cloze-event,26,Daily,NA,TN,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,25-34,672e6df19c05b871cf403e94,APPROVED,Not Applicable,2024-11-08T20:00:49Z,2024-11-08T20:20:01Z,2024-11-08T23:31:55Z,2024-11-08T20:20:02Z,1152,COHS0MZY,221,English,Independent,26,Male,White,United States,United States,United States,English,Yes,Full-Time,post
4829,cloze-event,69,Daily,NA,AL,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,≥65,672f5832c4dd6542622052df,APPROVED,Not Applicable,2024-11-09T12:40:35Z,2024-11-09T12:50:01Z,2024-11-09T14:02:31Z,2024-11-09T12:50:42Z,566,COHS0MZY,62,"English, Spanish",Republican,70,Female,White,United States,United States,United States,English,Yes,Full-Time,post
4792,event-cloze,62,Daily,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,55-64,672ee7f81abe123d19b1706c,APPROVED,Not Applicable,2024-11-09T04:41:34Z,2024-11-09T04:42:39Z,2024-11-09T14:02:25Z,2024-11-09T04:42:40Z,65,COHS0MZY,2687,English,Independent,62,Female,Mixed,United States,United States,United States,English,No,Full-Time,post
4799,cloze-event,65,Daily,NA,AL,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,≥65,672ef8fdaad71643166e2863,APPROVED,Not Applicable,2024-11-09T05:54:27Z,2024-11-09T05:59:24Z,2024-11-09T14:02:17Z,2024-11-09T05:59:27Z,297,COHS0MZY,258,English,Democrat,65,Male,Black,Nigeria,United States,United States,English,No,Full-Time,post
4384,event-spr,45,Daily,NA,TX,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,45-54,672e6cb246871181b76e75be,APPROVED,Not Applicable,2024-11-08T19:56:15Z,2024-11-08T20:01:57Z,2024-11-08T23:30:59Z,2024-11-08T20:01:58Z,342,NOCODE,1268,"English, French",Independent,44,Female,Mixed,United States,United States,United States,English,No,Other,post
4153,event-maze,27,Daily,NA,MI,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,25-34,672e66182e4f62c31277f44f,APPROVED,Not Applicable,2024-11-08T19:27:25Z,2024-11-08T19:31:24Z,2024-11-08T23:37:34Z,2024-11-08T19:31:25Z,239,COHS0MZY,472,English,Independent,27,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",post
4789,event-cloze,55,Daily,NA,GA,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,55-64,672ee55b970d6414a40e446e,APPROVED,Not Applicable,2024-11-09T04:30:28Z,2024-11-09T04:33:47Z,2024-11-09T14:02:28Z,2024-11-09T04:33:48Z,199,COHS0MZY,390,English,Republican,55,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),post
4331,spr-event,23,Daily,NA,NJ,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,18-24,672e6aed3f9fcf0fd2d3145c,APPROVED,Not Applicable,2024-11-08T19:48:02Z,2024-11-08T19:49:40Z,2024-11-08T23:36:44Z,2024-11-08T19:51:47Z,98,COHS0MZY,799,English,Independent,23,Female,Asian,United States,United States,United States,English,Yes,Part-Time,post
3800,spr-event,56,Daily,NA,PA,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,55-64,672e5e6592f4d149f64bdcdd,APPROVED,Not Applicable,2024-11-08T18:54:38Z,2024-11-08T18:57:39Z,2024-11-08T23:37:05Z,2024-11-08T18:58:28Z,181,COHS0MZY,885,English,Republican,56,Female,White,United States,United States,United States,English,DATA_EXPIRED,Other,post
4513,spr-event,24,Daily,NA,ID,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,18-24,672e7654a204ae81949b6b69,APPROVED,Not Applicable,2024-11-08T20:36:50Z,2024-11-08T20:39:43Z,2024-11-08T23:32:27Z,2024-11-08T20:40:08Z,173,COHS0MZY,105,English,Republican,24,Female,White,United States,United States,United States,English,No,Part-Time,post
4430,event-maze,31,Daily,NA,FL,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,25-34,672e6f4321b811129d8831d6,APPROVED,Not Applicable,2024-11-08T20:06:31Z,2024-11-08T20:09:15Z,2024-11-08T23:37:42Z,2024-11-08T20:09:16Z,164,COHS0MZY,2595,English,Independent,31,Female,Other,United States,United States,United States,English,No,Full-Time,post
3892,cloze-event,47,Daily,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Republican,45-54,672e6022e9aa7925d47e0e76,APPROVED,Not Applicable,2024-11-08T19:03:48Z,2024-11-08T19:07:48Z,2024-11-08T23:36:21Z,2024-11-08T19:07:49Z,241,COHS0MZY,5117,English,Republican,47,Female,Asian,United States,United States,United States,Chinese,No,Full-Time,post
3303,cloze-event,27,Daily,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,672e50803a5b90a1a9205320,APPROVED,Not Applicable,2024-11-08T17:55:19Z,2024-11-08T17:56:41Z,2024-11-08T23:35:21Z,2024-11-08T17:56:43Z,82,COHS0MZY,3679,English,Democrat,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,post
4587,event-cloze,61,Less than monthly,NA,NY,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,55-64,672e83eeafa25fa275e37420,APPROVED,Not Applicable,2024-11-08T21:34:51Z,2024-11-08T21:37:12Z,2024-11-08T23:39:18Z,2024-11-08T21:37:51Z,142,COHS0MZY,201,English,Independent,61,Female,White,United States,United States,United States,English,No,Full-Time,post
3444,cloze-event,34,Daily,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,672e579a2ba62b1363744fa8,APPROVED,Not Applicable,2024-11-08T18:25:38Z,2024-11-08T18:26:20Z,2024-11-08T23:35:10Z,2024-11-08T18:26:25Z,43,COHS0MZY,3319,English,Democrat,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,post
3664,event-maze,41,Daily,NA,NM,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,35-44,672e5c2a0e6b5598f77b210c,APPROVED,Not Applicable,2024-11-08T18:45:07Z,2024-11-08T18:48:14Z,2024-11-08T23:35:52Z,2024-11-08T18:49:31Z,187,COHS0MZY,104,English,Democrat,41,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),post
3992,spr-event,36,Weekly,NA,NY,Female,I don't care,Yes,Yes,4-year college degree,Yes,Independent,35-44,672e626800650ea10bff62ca,APPROVED,Not Applicable,2024-11-08T19:11:41Z,2024-11-08T19:14:17Z,2024-11-08T23:30:40Z,2024-11-08T19:16:04Z,156,COHS0MZY,7803,"Chinese, English",Independent,36,Female,Asian,United States,United States,United States,Chinese,No,Full-Time,post
3517,event-spr,32,Daily,NA,OH,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,25-34,672e599c0044f963c8578cdd,APPROVED,Not Applicable,2024-11-08T18:34:18Z,2024-11-08T18:35:40Z,2024-11-08T23:34:30Z,2024-11-08T18:36:03Z,83,COHS0MZY,660,English,Republican,32,Male,White,United States,United States,United States,English,No,Full-Time,post
4444,event-maze,71,Less than monthly,NA,SC,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,≥65,672e6fd0f32c5a4e3c315780,APPROVED,Not Applicable,2024-11-08T20:09:32Z,2024-11-08T20:28:01Z,2024-11-08T23:36:53Z,2024-11-08T20:29:43Z,1110,COHS0MZY,4099,English,Democrat,71,Female,Black,United States,United States,United States,English,No,Part-Time,post
4286,event-cloze,18,Monthly,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,18-24,672e69bf62a56d0f248f61e2,APPROVED,Not Applicable,2024-11-08T19:43:02Z,2024-11-08T19:44:26Z,2024-11-08T23:36:32Z,2024-11-08T19:44:27Z,84,COHS0MZY,3,"English, French",Independent,18,Male,White,United States,United States,United States,English,Yes,Full-Time,post
4476,event-cloze,60,Daily,NA,FL,Female,I don't care,Yes,Yes,2-year college degree,Yes,Independent,55-64,672e72af8e7ccdcc352fb478,APPROVED,Not Applicable,2024-11-08T20:21:19Z,2024-11-08T20:23:56Z,2024-11-08T23:39:12Z,2024-11-08T20:23:57Z,158,COHS0MZY,4439,English,Independent,60,Female,Black,United States,United States,United States,English,No,Full-Time,post
4248,maze-event,39,Daily,NA,AZ,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,35-44,672e68a100907e405b22f97a,APPROVED,Not Applicable,2024-11-08T19:38:15Z,2024-11-08T19:40:16Z,2024-11-08T23:30:52Z,2024-11-08T19:41:20Z,121,COHS0MZY,122,English,Independent,39,Female,White,United States,United States,United States,English,Yes,Full-Time,post
3652,maze-event,44,Daily,NA,TX,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,35-44,672e5c15276be9255a40537e,APPROVED,Not Applicable,2024-11-08T18:44:42Z,2024-11-08T18:48:27Z,2024-11-08T23:35:35Z,2024-11-08T18:49:35Z,225,COHS0MZY,1471,English,Democrat,44,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),post
4892,spr-event,62,Daily,NA,CA,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,55-64,672fb27004c22836b5df581a,APPROVED,Not Applicable,2024-11-09T19:05:20Z,2024-11-09T19:07:37Z,2024-11-09T20:10:51Z,2024-11-09T19:09:19Z,137,COHS0MZY,21,English,Republican,62,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",post
4120,cloze-event,52,Daily,NA,TN,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Independent,45-54,672e65336cefe20dddd17c30,APPROVED,Not Applicable,2024-11-08T19:23:41Z,2024-11-08T19:26:40Z,2024-11-08T23:40:19Z,2024-11-08T19:27:47Z,179,COHS0MZY,698,English,Independent,52,Male,White,United States,United States,United States,English,No,Full-Time,post
3857,cloze-event,41,Daily,NA,CO,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,35-44,672e5fe84d9f3c59a47f4ffd,APPROVED,Not Applicable,2024-11-08T19:01:03Z,2024-11-08T19:03:23Z,2024-11-08T23:30:35Z,2024-11-08T19:03:24Z,140,COHS0MZY,63,English,Independent,41,Female,White,United States,United States,United States,English,No,Part-Time,post
4913,event-maze,62,Daily,NA,FL,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,6730b0e72cd8af3fc86e7562,APPROVED,Not Applicable,2024-11-10T13:11:12Z,2024-11-10T13:14:24Z,2024-11-11T15:55:28Z,2024-11-10T13:14:54Z,192,COHS0MZY,6206,English,Republican,62,Male,White,United States,United States,United States,English,No,Part-Time,post
4520,cloze-event,59,Daily,NA,FL,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,55-64,672e775fdaadfc1452de26e4,APPROVED,Not Applicable,2024-11-08T20:41:31Z,2024-11-08T20:44:47Z,2024-11-08T23:36:59Z,2024-11-08T20:44:48Z,196,COHS0MZY,744,English,Democrat,59,Female,White,United States,United States,United States,English,No,Full-Time,post
4397,event-cloze,24,Daily,NA,PA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,18-24,672e6dbcea199f73bc835691,APPROVED,Not Applicable,2024-11-08T20:00:02Z,2024-11-08T20:03:00Z,2024-11-08T23:36:32Z,2024-11-08T20:03:12Z,179,COHS0MZY,1053,English,Independent,24,Male,White,United States,United States,United States,English,No,Full-Time,post
3792,spr-event,36,Weekly,NA,IL,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,35-44,672e5c1d945824dd3bd2c2ef,APPROVED,Not Applicable,2024-11-08T18:54:06Z,2024-11-08T19:03:29Z,2024-11-08T23:33:15Z,2024-11-08T19:03:30Z,564,COHS0MZY,503,English,Republican,36,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,post
4027,cloze-event,28,Monthly,NA,NY,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,25-34,672e634f3f43c144520196e9,APPROVED,Not Applicable,2024-11-08T19:15:32Z,2024-11-08T19:16:37Z,2024-11-08T23:31:29Z,2024-11-08T19:17:25Z,65,COHS0MZY,577,English,Independent,28,Male,White,United States,United States,United States,English,No,Full-Time,post
4374,event-cloze,21,Daily,NA,CA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,18-24,672e6c8557330380df71a629,APPROVED,Not Applicable,2024-11-08T19:54:53Z,2024-11-08T20:04:18Z,2024-11-08T23:32:25Z,2024-11-08T20:06:57Z,565,COHS0MZY,494,English,Republican,21,Female,Black,DATA_EXPIRED,United States,United States,English,Yes,DATA_EXPIRED,post
3310,spr-event,30,Less than monthly,NA,IN,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,None,25-34,672e5184d560b2c988c41c59,APPROVED,Not Applicable,2024-11-08T17:59:36Z,2024-11-08T18:01:28Z,2024-11-08T23:31:07Z,2024-11-08T18:01:29Z,112,COHS0MZY,1671,English,Independent,30,Male,White,United States,United States,United States,English,No,Full-Time,post
3345,spr-event,47,Daily,NA,FL,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,45-54,672e5371609f823017df63a4,APPROVED,Not Applicable,2024-11-08T18:07:56Z,2024-11-08T18:09:58Z,2024-11-08T23:34:58Z,2024-11-08T18:09:59Z,122,COHS0MZY,818,English,Democrat,48,Female,White,United States,United States,United States,English,Yes,Full-Time,post
3276,event-cloze,23,Daily,NA,MI,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,18-24,672e43163346ca84f74d544e,APPROVED,Not Applicable,2024-11-08T16:58:19Z,2024-11-08T17:00:19Z,2024-11-08T23:50:41Z,2024-11-08T17:02:12Z,121,COHS0MZY,397,English,Democrat,23,Female,White,United States,United States,United States,English,No,Full-Time,post
4381,event-spr,27,Daily,NA,ND,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,25-34,672e6cc3afe1514ce7b9fa88,APPROVED,Not Applicable,2024-11-08T19:55:52Z,2024-11-08T19:58:21Z,2024-11-08T23:31:53Z,2024-11-08T19:58:22Z,149,COHS0MZY,1517,English,Independent,27,Male,White,United States,United States,United States,English,Yes,Full-Time,post
4561,spr-event,59,Daily,NA,TX,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,55-64,672e7f8fb10c63fe0850d4cb,APPROVED,Not Applicable,2024-11-08T21:16:05Z,2024-11-08T21:19:39Z,2024-11-08T23:37:15Z,2024-11-08T21:19:40Z,215,COHS0MZY,1062,English,Republican,59,Female,White,United States,United States,United States,English,No,Full-Time,post
