workerid,condition,response,candidate,probability,batch
2131,event-spr,44,trump,0.4489795918367347,pre
2131,event-spr,0,other,0,pre
1843,event-cloze,63,harris,0.6428571428571429,pre
1843,event-cloze,35,trump,0.35714285714285715,pre
1843,event-cloze,0,other,0,pre
1395,spr-event,24,trump,0.24242424242424243,pre
1395,spr-event,75,harris,0.7575757575757576,pre
1395,spr-event,0,other,0,pre
2661,cloze-event,10,trump,0.0970873786407767,pre
2661,cloze-event,93,harris,0.9029126213592233,pre
2661,cloze-event,0,other,0,pre
1538,event-maze,1,trump,0.009900990099009901,pre
1538,event-maze,100,harris,0.9900990099009901,pre
1538,event-maze,0,other,0,pre
1830,spr-event,0,trump,0,pre
1830,spr-event,100,harris,1,pre
1830,spr-event,0,other,0,pre
1649,event-spr,74,harris,0.7551020408163265,pre
1649,event-spr,24,trump,0.24489795918367346,pre
1649,event-spr,0,other,0,pre
2886,maze-event,49,harris,0.5,pre
2886,maze-event,49,trump,0.5,pre
2886,maze-event,0,other,0,pre
2836,event-cloze,94,trump,0.6861313868613139,pre
2836,event-cloze,12,harris,0.08759124087591241,pre
2836,event-cloze,31,other,0.22627737226277372,pre
2971,spr-event,74,harris,0.45962732919254656,pre
2971,spr-event,87,trump,0.5403726708074534,pre
2971,spr-event,0,other,0,pre
1438,spr-event,14,trump,0.12280701754385964,pre
1438,spr-event,100,harris,0.8771929824561403,pre
1438,spr-event,0,other,0,pre
1978,event-maze,45,harris,0.45918367346938777,pre
1978,event-maze,53,trump,0.5408163265306123,pre
1978,event-maze,0,other,0,pre
1782,event-spr,45,trump,0.45454545454545453,pre
1782,event-spr,54,harris,0.5454545454545454,pre
1782,event-spr,0,other,0,pre
2207,maze-event,60,trump,0.6,pre
2207,maze-event,40,harris,0.4,pre
2207,maze-event,0,other,0,pre
1853,spr-event,50,harris,0.5102040816326531,pre
1853,spr-event,48,trump,0.4897959183673469,pre
1853,spr-event,0,other,0,pre
1577,cloze-event,11,trump,0.11224489795918367,pre
1577,cloze-event,87,harris,0.8877551020408163,pre
1577,cloze-event,0,other,0,pre
2794,event-spr,53,harris,0.5353535353535354,pre
2794,event-spr,46,trump,0.46464646464646464,pre
2794,event-spr,0,other,0,pre
1444,spr-event,100,trump,0.9900990099009901,pre
1444,spr-event,1,harris,0.009900990099009901,pre
1444,spr-event,0,other,0,pre
1878,cloze-event,56,trump,0.5894736842105263,pre
1878,cloze-event,39,harris,0.4105263157894737,pre
1878,cloze-event,0,other,0,pre
1509,event-cloze,92,harris,0.92,pre
1509,event-cloze,8,trump,0.08,pre
1509,event-cloze,0,other,0,pre
2830,cloze-event,61,harris,0.580952380952381,pre
2830,cloze-event,44,trump,0.41904761904761906,pre
2830,cloze-event,0,other,0,pre
2507,event-spr,12,harris,0.12631578947368421,pre
2507,event-spr,82,trump,0.8631578947368421,pre
2507,event-spr,1,other,0.010526315789473684,pre
2314,event-maze,46,trump,0.5168539325842697,pre
2314,event-maze,42,harris,0.47191011235955055,pre
2314,event-maze,1,other,0.011235955056179775,pre
1659,event-spr,49,trump,0.494949494949495,pre
1659,event-spr,49,harris,0.494949494949495,pre
1659,event-spr,1,other,0.010101010101010102,pre
1541,event-cloze,35,harris,0.35,pre
1541,event-cloze,64,trump,0.64,pre
1541,event-cloze,1,other,0.01,pre
2895,event-spr,49,trump,0.494949494949495,pre
2895,event-spr,50,harris,0.5050505050505051,pre
2895,event-spr,0,other,0,pre
1825,maze-event,46,trump,0.46464646464646464,pre
1825,maze-event,52,harris,0.5252525252525253,pre
1825,maze-event,1,other,0.010101010101010102,pre
2967,event-spr,5,harris,0.04,pre
2967,event-spr,91,trump,0.728,pre
2967,event-spr,29,other,0.232,pre
2921,event-cloze,50,trump,0.5050505050505051,pre
2921,event-cloze,49,harris,0.494949494949495,pre
2921,event-cloze,0,other,0,pre
1683,maze-event,43,harris,0.35833333333333334,pre
1683,maze-event,74,trump,0.6166666666666667,pre
1683,maze-event,3,other,0.025,pre
2550,event-spr,99,trump,0.9166666666666666,pre
2550,event-spr,4,harris,0.037037037037037035,pre
2550,event-spr,5,other,0.046296296296296294,pre
2567,cloze-event,49,harris,0.5,pre
2567,cloze-event,49,trump,0.5,pre
2567,cloze-event,0,other,0,pre
2835,event-cloze,89,harris,0.6402877697841727,pre
2835,event-cloze,48,trump,0.34532374100719426,pre
2835,event-cloze,2,other,0.014388489208633094,pre
2174,spr-event,45,harris,0.45454545454545453,pre
2174,spr-event,54,trump,0.5454545454545454,pre
2174,spr-event,0,other,0,pre
2461,event-spr,93,trump,0.9489795918367347,pre
2461,event-spr,5,harris,0.05102040816326531,pre
2461,event-spr,0,other,0,pre
2125,cloze-event,59,trump,0.48360655737704916,pre
2125,cloze-event,63,harris,0.5163934426229508,pre
2125,cloze-event,0,other,0,pre
2310,event-maze,52,harris,0.5252525252525253,pre
2310,event-maze,47,trump,0.47474747474747475,pre
2310,event-maze,0,other,0,pre
2079,maze-event,12,harris,0.13333333333333333,pre
2079,maze-event,78,trump,0.8666666666666667,pre
2079,maze-event,0,other,0,pre
2599,event-cloze,96,harris,0.6956521739130435,pre
2599,event-cloze,42,trump,0.30434782608695654,pre
2599,event-cloze,0,other,0,pre
2206,maze-event,51,harris,0.5204081632653061,pre
2206,maze-event,47,trump,0.47959183673469385,pre
2206,maze-event,0,other,0,pre
1677,maze-event,100,harris,1,pre
1677,maze-event,0,trump,0,pre
1677,maze-event,0,other,0,pre
2941,spr-event,100,trump,0.9345794392523364,pre
2941,spr-event,3,harris,0.028037383177570093,pre
2941,spr-event,4,other,0.037383177570093455,pre
1885,spr-event,54,trump,0.4462809917355372,pre
1885,spr-event,67,harris,0.5537190082644629,pre
1885,spr-event,0,other,0,pre
2163,cloze-event,44,trump,0.4631578947368421,pre
2163,cloze-event,51,harris,0.5368421052631579,pre
2163,cloze-event,0,other,0,pre
1732,spr-event,63,trump,0.63,pre
1732,spr-event,37,harris,0.37,pre
1732,spr-event,0,other,0,pre
2252,cloze-event,0,harris,0,pre
2252,cloze-event,100,trump,1,pre
2252,cloze-event,0,other,0,pre
2755,event-cloze,66,trump,0.6407766990291263,pre
2755,event-cloze,37,harris,0.3592233009708738,pre
2755,event-cloze,0,other,0,pre
2317,spr-event,77,trump,0.5167785234899329,pre
2317,spr-event,24,harris,0.1610738255033557,pre
2317,spr-event,48,other,0.3221476510067114,pre
1890,event-cloze,26,trump,0.21138211382113822,pre
1890,event-cloze,91,harris,0.7398373983739838,pre
1890,event-cloze,6,other,0.04878048780487805,pre
2239,cloze-event,67,harris,0.4962962962962963,pre
2239,cloze-event,58,trump,0.42962962962962964,pre
2239,cloze-event,10,other,0.07407407407407407,pre
2043,cloze-event,43,trump,0.43434343434343436,pre
2043,cloze-event,56,harris,0.5656565656565656,pre
2043,cloze-event,0,other,0,pre
2793,maze-event,100,trump,1,pre
2793,maze-event,0,harris,0,pre
2793,maze-event,0,other,0,pre
1982,cloze-event,62,harris,0.62,pre
1982,cloze-event,38,trump,0.38,pre
1982,cloze-event,0,other,0,pre
2938,spr-event,96,trump,0.9504950495049505,pre
2938,spr-event,3,harris,0.0297029702970297,pre
2938,spr-event,2,other,0.019801980198019802,pre
2374,event-cloze,29,trump,0.25663716814159293,pre
2374,event-cloze,71,harris,0.6283185840707964,pre
2374,event-cloze,13,other,0.11504424778761062,pre
2313,event-spr,100,trump,1,pre
2313,event-spr,0,harris,0,pre
2313,event-spr,0,other,0,pre
2115,event-spr,88,trump,0.4861878453038674,pre
2115,event-spr,54,harris,0.2983425414364641,pre
2115,event-spr,39,other,0.2154696132596685,pre
2228,event-spr,52,harris,0.5306122448979592,pre
2228,event-spr,46,trump,0.46938775510204084,pre
2228,event-spr,0,other,0,pre
1535,event-maze,37,trump,0.4065934065934066,pre
1535,event-maze,54,harris,0.5934065934065934,pre
1535,event-maze,0,other,0,pre
2809,spr-event,36,trump,0.2748091603053435,pre
2809,spr-event,83,harris,0.6335877862595419,pre
2809,spr-event,12,other,0.0916030534351145,pre
2455,maze-event,90,trump,0.9090909090909091,pre
2455,maze-event,9,harris,0.09090909090909091,pre
2455,maze-event,0,other,0,pre
1451,event-spr,84,trump,0.5283018867924528,pre
1451,event-spr,64,harris,0.4025157232704403,pre
1451,event-spr,11,other,0.06918238993710692,pre
2088,event-spr,63,harris,0.6057692307692307,pre
2088,event-spr,40,trump,0.38461538461538464,pre
2088,event-spr,1,other,0.009615384615384616,pre
2831,cloze-event,39,harris,0.38613861386138615,pre
2831,cloze-event,62,trump,0.6138613861386139,pre
2831,cloze-event,0,other,0,pre
1560,cloze-event,50,harris,0.49504950495049505,pre
1560,cloze-event,51,trump,0.504950495049505,pre
1560,cloze-event,0,other,0,pre
1639,event-spr,86,harris,0.8775510204081632,pre
1639,event-spr,12,trump,0.12244897959183673,pre
1639,event-spr,0,other,0,pre
2340,event-cloze,43,trump,0.4387755102040816,pre
2340,event-cloze,55,harris,0.5612244897959183,pre
2340,event-cloze,0,other,0,pre
2707,spr-event,100,trump,1,pre
2707,spr-event,0,harris,0,pre
2707,spr-event,0,other,0,pre
2639,maze-event,100,trump,1,pre
2639,maze-event,0,harris,0,pre
2639,maze-event,0,other,0,pre
1514,spr-event,24,harris,0.24489795918367346,pre
1514,spr-event,74,trump,0.7551020408163265,pre
1514,spr-event,0,other,0,pre
2013,event-spr,82,trump,0.6307692307692307,pre
2013,event-spr,48,harris,0.36923076923076925,pre
2013,event-spr,0,other,0,pre
2866,maze-event,49,trump,0.5,pre
2866,maze-event,49,harris,0.5,pre
2866,maze-event,0,other,0,pre
2460,event-cloze,55,harris,0.4824561403508772,pre
2460,event-cloze,59,trump,0.5175438596491229,pre
2460,event-cloze,0,other,0,pre
1771,event-cloze,51,harris,0.504950495049505,pre
1771,event-cloze,50,trump,0.49504950495049505,pre
1771,event-cloze,0,other,0,pre
2775,spr-event,69,harris,0.5036496350364964,pre
2775,spr-event,54,trump,0.39416058394160586,pre
2775,spr-event,14,other,0.10218978102189781,pre
1470,spr-event,100,trump,1,pre
1470,spr-event,0,harris,0,pre
1470,spr-event,0,other,0,pre
2004,spr-event,0,trump,0,pre
2004,spr-event,100,harris,1,pre
2004,spr-event,0,other,0,pre
2139,event-cloze,62,harris,0.6326530612244898,pre
2139,event-cloze,36,trump,0.3673469387755102,pre
2139,event-cloze,0,other,0,pre
2896,spr-event,62,harris,0.6326530612244898,pre
2896,spr-event,36,trump,0.3673469387755102,pre
2896,spr-event,0,other,0,pre
2350,maze-event,76,trump,0.7524752475247525,pre
2350,maze-event,25,harris,0.24752475247524752,pre
2350,maze-event,0,other,0,pre
2544,maze-event,47,trump,0.47474747474747475,pre
2544,maze-event,52,harris,0.5252525252525253,pre
2544,maze-event,0,other,0,pre
1561,event-cloze,49,trump,0.5,pre
1561,event-cloze,49,harris,0.5,pre
1561,event-cloze,0,other,0,pre
2047,event-cloze,86,trump,0.86,pre
2047,event-cloze,14,harris,0.14,pre
2047,event-cloze,0,other,0,pre
2667,cloze-event,51,harris,0.5204081632653061,pre
2667,cloze-event,47,trump,0.47959183673469385,pre
2667,cloze-event,0,other,0,pre
1403,event-spr,49,trump,0.5,pre
1403,event-spr,49,harris,0.5,pre
1403,event-spr,0,other,0,pre
2117,cloze-event,21,harris,0.14685314685314685,pre
2117,cloze-event,85,trump,0.5944055944055944,pre
2117,cloze-event,37,other,0.25874125874125875,pre
2022,spr-event,36,trump,0.3564356435643564,pre
2022,spr-event,65,harris,0.6435643564356436,pre
2022,spr-event,0,other,0,pre
2821,cloze-event,61,trump,0.5495495495495496,pre
2821,cloze-event,50,harris,0.45045045045045046,pre
2821,cloze-event,0,other,0,pre
1505,maze-event,100,harris,1,pre
1505,maze-event,0,trump,0,pre
1505,maze-event,0,other,0,pre
2160,event-maze,49,trump,0.5,pre
2160,event-maze,49,harris,0.5,pre
2160,event-maze,0,other,0,pre
2607,spr-event,40,trump,0.29411764705882354,pre
2607,spr-event,90,harris,0.6617647058823529,pre
2607,spr-event,6,other,0.04411764705882353,pre
2712,event-maze,41,trump,0.41414141414141414,pre
2712,event-maze,58,harris,0.5858585858585859,pre
2712,event-maze,0,other,0,pre
1781,event-cloze,28,trump,0.26666666666666666,pre
1781,event-cloze,77,harris,0.7333333333333333,pre
1781,event-cloze,0,other,0,pre
2377,event-maze,48,harris,0.48484848484848486,pre
2377,event-maze,51,trump,0.5151515151515151,pre
2377,event-maze,0,other,0,pre
2236,spr-event,9,harris,0.09090909090909091,pre
2236,spr-event,90,trump,0.9090909090909091,pre
2236,spr-event,0,other,0,pre
2011,cloze-event,24,harris,0.24242424242424243,pre
2011,cloze-event,75,trump,0.7575757575757576,pre
2011,cloze-event,0,other,0,pre
2304,spr-event,38,trump,0.37254901960784315,pre
2304,spr-event,64,harris,0.6274509803921569,pre
2304,spr-event,0,other,0,pre
1524,spr-event,52,trump,0.52,pre
1524,spr-event,48,harris,0.48,pre
1524,spr-event,0,other,0,pre
2741,cloze-event,53,harris,0.53,pre
2741,cloze-event,47,trump,0.47,pre
2741,cloze-event,0,other,0,pre
2082,cloze-event,47,harris,0.4845360824742268,pre
2082,cloze-event,50,trump,0.5154639175257731,pre
2082,cloze-event,0,other,0,pre
1576,event-spr,49,harris,0.5,pre
1576,event-spr,49,trump,0.5,pre
1576,event-spr,0,other,0,pre
1956,maze-event,50,harris,0.5,pre
1956,maze-event,50,trump,0.5,pre
1956,maze-event,0,other,0,pre
1872,cloze-event,60,trump,0.594059405940594,pre
1872,cloze-event,41,harris,0.40594059405940597,pre
1872,cloze-event,0,other,0,pre
2579,cloze-event,60,trump,0.5042016806722689,pre
2579,cloze-event,59,harris,0.4957983193277311,pre
2579,cloze-event,0,other,0,pre
2315,spr-event,44,trump,0.42718446601941745,pre
2315,spr-event,59,harris,0.5728155339805825,pre
2315,spr-event,0,other,0,pre
2525,maze-event,53,trump,0.5408163265306123,pre
2525,maze-event,45,harris,0.45918367346938777,pre
2525,maze-event,0,other,0,pre
2923,event-maze,45,harris,0.4205607476635514,pre
2923,event-maze,60,trump,0.5607476635514018,pre
2923,event-maze,2,other,0.018691588785046728,pre
2057,cloze-event,52,trump,0.5360824742268041,pre
2057,cloze-event,45,harris,0.4639175257731959,pre
2057,cloze-event,0,other,0,pre
2296,cloze-event,100,trump,0.5714285714285714,pre
2296,cloze-event,49,harris,0.28,pre
2296,cloze-event,26,other,0.14857142857142858,pre
2345,event-cloze,37,trump,0.36633663366336633,pre
2345,event-cloze,64,harris,0.6336633663366337,pre
2345,event-cloze,0,other,0,pre
1637,maze-event,86,trump,0.7889908256880734,pre
1637,maze-event,23,harris,0.21100917431192662,pre
1637,maze-event,0,other,0,pre
2410,spr-event,5,harris,0.043859649122807015,pre
2410,spr-event,61,trump,0.5350877192982456,pre
2410,spr-event,48,other,0.42105263157894735,pre
2185,spr-event,48,trump,0.32432432432432434,pre
2185,spr-event,100,harris,0.6756756756756757,pre
2185,spr-event,0,other,0,pre
2032,cloze-event,61,trump,0.5865384615384616,pre
2032,cloze-event,43,harris,0.41346153846153844,pre
2032,cloze-event,0,other,0,pre
1959,cloze-event,51,harris,0.49514563106796117,pre
1959,cloze-event,52,trump,0.5048543689320388,pre
1959,cloze-event,0,other,0,pre
2038,cloze-event,75,trump,0.5681818181818182,pre
2038,cloze-event,48,harris,0.36363636363636365,pre
2038,cloze-event,9,other,0.06818181818181818,pre
1735,spr-event,49,harris,0.48514851485148514,pre
1735,spr-event,49,trump,0.48514851485148514,pre
1735,spr-event,3,other,0.0297029702970297,pre
1688,event-maze,49,harris,0.48514851485148514,pre
1688,event-maze,52,trump,0.5148514851485149,pre
1688,event-maze,0,other,0,pre
1414,cloze-event,100,trump,1,pre
1414,cloze-event,0,harris,0,pre
1414,cloze-event,0,other,0,pre
1926,event-maze,50,harris,0.5102040816326531,pre
1926,event-maze,48,trump,0.4897959183673469,pre
1926,event-maze,0,other,0,pre
2469,event-spr,7,trump,0.0673076923076923,pre
2469,event-spr,97,harris,0.9326923076923077,pre
2469,event-spr,0,other,0,pre
1450,spr-event,89,harris,0.8640776699029126,pre
1450,spr-event,14,trump,0.13592233009708737,pre
1450,spr-event,0,other,0,pre
1701,spr-event,23,trump,0.18699186991869918,pre
1701,spr-event,100,harris,0.8130081300813008,pre
1701,spr-event,0,other,0,pre
2693,event-spr,55,harris,0.5670103092783505,pre
2693,event-spr,42,trump,0.4329896907216495,pre
2693,event-spr,0,other,0,pre
1796,event-maze,92,harris,0.9108910891089109,pre
1796,event-maze,9,trump,0.0891089108910891,pre
1796,event-maze,0,other,0,pre
1513,event-maze,100,harris,0.9803921568627451,pre
1513,event-maze,1,trump,0.00980392156862745,pre
1513,event-maze,1,other,0.00980392156862745,pre
2714,spr-event,49,trump,0.5,pre
2714,spr-event,49,harris,0.5,pre
2714,spr-event,0,other,0,pre
2740,spr-event,69,harris,0.6764705882352942,pre
2740,spr-event,33,trump,0.3235294117647059,pre
2740,spr-event,0,other,0,pre
1922,spr-event,24,harris,0.24242424242424243,pre
1922,spr-event,75,trump,0.7575757575757576,pre
1922,spr-event,0,other,0,pre
1754,cloze-event,75,harris,0.7575757575757576,pre
1754,cloze-event,24,trump,0.24242424242424243,pre
1754,cloze-event,0,other,0,pre
2700,cloze-event,40,trump,0.4166666666666667,pre
2700,cloze-event,56,harris,0.5833333333333334,pre
2700,cloze-event,0,other,0,pre
2356,event-spr,74,trump,0.7551020408163265,pre
2356,event-spr,24,harris,0.24489795918367346,pre
2356,event-spr,0,other,0,pre
2272,cloze-event,61,trump,0.5980392156862745,pre
2272,cloze-event,41,harris,0.4019607843137255,pre
2272,cloze-event,0,other,0,pre
1578,cloze-event,25,trump,0.24752475247524752,pre
1578,cloze-event,76,harris,0.7524752475247525,pre
1578,cloze-event,0,other,0,pre
1726,cloze-event,1,trump,0.00980392156862745,pre
1726,cloze-event,100,harris,0.9803921568627451,pre
1726,cloze-event,1,other,0.00980392156862745,pre
2611,event-maze,12,trump,0.10344827586206896,pre
2611,event-maze,100,harris,0.8620689655172413,pre
2611,event-maze,4,other,0.034482758620689655,pre
2456,cloze-event,49,trump,0.5,pre
2456,cloze-event,48,harris,0.4897959183673469,pre
2456,cloze-event,1,other,0.01020408163265306,pre
2008,maze-event,89,harris,0.7235772357723578,pre
2008,maze-event,32,trump,0.2601626016260163,pre
2008,maze-event,2,other,0.016260162601626018,pre
1664,spr-event,57,harris,0.57,pre
1664,spr-event,43,trump,0.43,pre
1664,spr-event,0,other,0,pre
1469,event-spr,46,trump,0.46464646464646464,pre
1469,event-spr,53,harris,0.5353535353535354,pre
1469,event-spr,0,other,0,pre
1554,spr-event,47,harris,0.47959183673469385,pre
1554,spr-event,51,trump,0.5204081632653061,pre
1554,spr-event,0,other,0,pre
2281,cloze-event,94,trump,0.9215686274509803,pre
2281,cloze-event,8,harris,0.0784313725490196,pre
2281,cloze-event,0,other,0,pre
1508,spr-event,34,trump,0.2905982905982906,pre
1508,spr-event,77,harris,0.6581196581196581,pre
1508,spr-event,6,other,0.05128205128205128,pre
2466,event-spr,46,harris,0.4742268041237113,pre
2466,event-spr,51,trump,0.5257731958762887,pre
2466,event-spr,0,other,0,pre
2780,cloze-event,92,harris,0.9387755102040817,pre
2780,cloze-event,6,trump,0.061224489795918366,pre
2780,cloze-event,0,other,0,pre
2878,cloze-event,68,trump,0.4722222222222222,pre
2878,cloze-event,73,harris,0.5069444444444444,pre
2878,cloze-event,3,other,0.020833333333333332,pre
2664,spr-event,42,trump,0.42857142857142855,pre
2664,spr-event,56,harris,0.5714285714285714,pre
2664,spr-event,0,other,0,pre
2649,cloze-event,76,harris,0.8260869565217391,pre
2649,cloze-event,15,trump,0.16304347826086957,pre
2649,cloze-event,1,other,0.010869565217391304,pre
1904,cloze-event,21,harris,0.21,pre
1904,cloze-event,79,trump,0.79,pre
1904,cloze-event,0,other,0,pre
1792,spr-event,91,harris,0.9285714285714286,pre
1792,spr-event,7,trump,0.07142857142857142,pre
1792,spr-event,0,other,0,pre
2852,event-maze,50,harris,0.5050505050505051,pre
2852,event-maze,49,trump,0.494949494949495,pre
2852,event-maze,0,other,0,pre
1908,event-maze,56,trump,0.5490196078431373,pre
1908,event-maze,45,harris,0.4411764705882353,pre
1908,event-maze,1,other,0.00980392156862745,pre
2891,event-spr,75,harris,0.7575757575757576,pre
2891,event-spr,24,trump,0.24242424242424243,pre
2891,event-spr,0,other,0,pre
2511,event-spr,54,harris,0.5346534653465347,pre
2511,event-spr,46,trump,0.45544554455445546,pre
2511,event-spr,1,other,0.009900990099009901,pre
2120,spr-event,99,harris,0.532258064516129,pre
2120,spr-event,87,trump,0.46774193548387094,pre
2120,spr-event,0,other,0,pre
2257,spr-event,40,harris,0.31007751937984496,pre
2257,spr-event,89,trump,0.689922480620155,pre
2257,spr-event,0,other,0,pre
2699,spr-event,42,trump,0.45161290322580644,pre
2699,spr-event,48,harris,0.5161290322580645,pre
2699,spr-event,3,other,0.03225806451612903,pre
1563,cloze-event,0,trump,0,pre
1563,cloze-event,92,harris,0.9387755102040817,pre
1563,cloze-event,6,other,0.061224489795918366,pre
2631,maze-event,50,harris,0.4672897196261682,pre
2631,maze-event,57,trump,0.5327102803738317,pre
2631,maze-event,0,other,0,pre
2430,spr-event,88,trump,0.7586206896551724,pre
2430,spr-event,21,harris,0.1810344827586207,pre
2430,spr-event,7,other,0.0603448275862069,pre
1699,cloze-event,96,harris,0.9504950495049505,pre
1699,cloze-event,5,trump,0.04950495049504951,pre
1699,cloze-event,0,other,0,pre
2832,spr-event,48,harris,0.46601941747572817,pre
2832,spr-event,54,trump,0.5242718446601942,pre
2832,spr-event,1,other,0.009708737864077669,pre
2253,maze-event,48,trump,0.4948453608247423,pre
2253,maze-event,49,harris,0.5051546391752577,pre
2253,maze-event,0,other,0,pre
2519,cloze-event,12,harris,0.11538461538461539,pre
2519,cloze-event,92,trump,0.8846153846153846,pre
2519,cloze-event,0,other,0,pre
1971,cloze-event,75,trump,0.75,pre
1971,cloze-event,25,harris,0.25,pre
1971,cloze-event,0,other,0,pre
2248,spr-event,41,harris,0.41836734693877553,pre
2248,spr-event,57,trump,0.5816326530612245,pre
2248,spr-event,0,other,0,pre
2192,cloze-event,49,trump,0.5051546391752577,pre
2192,cloze-event,48,harris,0.4948453608247423,pre
2192,cloze-event,0,other,0,pre
1950,cloze-event,54,harris,0.5454545454545454,pre
1950,cloze-event,45,trump,0.45454545454545453,pre
1950,cloze-event,0,other,0,pre
1911,spr-event,61,harris,0.61,pre
1911,spr-event,39,trump,0.39,pre
1911,spr-event,0,other,0,pre
2397,event-cloze,76,harris,0.7676767676767676,pre
2397,event-cloze,23,trump,0.23232323232323232,pre
2397,event-cloze,0,other,0,pre
2932,cloze-event,51,harris,0.49514563106796117,pre
2932,cloze-event,52,trump,0.5048543689320388,pre
2932,cloze-event,0,other,0,pre
1492,event-maze,49,trump,0.5,pre
1492,event-maze,49,harris,0.5,pre
1492,event-maze,0,other,0,pre
1768,event-cloze,100,harris,1,pre
1768,event-cloze,0,trump,0,pre
1768,event-cloze,0,other,0,pre
2628,event-spr,46,trump,0.46464646464646464,pre
2628,event-spr,52,harris,0.5252525252525253,pre
2628,event-spr,1,other,0.010101010101010102,pre
1401,event-maze,49,harris,0.494949494949495,pre
1401,event-maze,50,trump,0.5050505050505051,pre
1401,event-maze,0,other,0,pre
1931,cloze-event,94,trump,0.7899159663865546,pre
1931,cloze-event,25,harris,0.21008403361344538,pre
1931,cloze-event,0,other,0,pre
2014,event-cloze,89,harris,0.839622641509434,pre
2014,event-cloze,16,trump,0.1509433962264151,pre
2014,event-cloze,1,other,0.009433962264150943,pre
2021,cloze-event,53,harris,0.5353535353535354,pre
2021,cloze-event,46,trump,0.46464646464646464,pre
2021,cloze-event,0,other,0,pre
2912,spr-event,11,trump,0.10185185185185185,pre
2912,spr-event,89,harris,0.8240740740740741,pre
2912,spr-event,8,other,0.07407407407407407,pre
1575,spr-event,33,trump,0.3235294117647059,pre
1575,spr-event,69,harris,0.6764705882352942,pre
1575,spr-event,0,other,0,pre
2384,event-spr,27,harris,0.2571428571428571,pre
2384,event-spr,76,trump,0.7238095238095238,pre
2384,event-spr,2,other,0.01904761904761905,pre
1675,maze-event,43,trump,0.3944954128440367,pre
1675,maze-event,49,harris,0.44954128440366975,pre
1675,maze-event,17,other,0.1559633027522936,pre
2954,spr-event,47,harris,0.47,pre
2954,spr-event,53,trump,0.53,pre
2954,spr-event,0,other,0,pre
2337,spr-event,10,harris,0.09900990099009901,pre
2337,spr-event,91,trump,0.900990099009901,pre
2337,spr-event,0,other,0,pre
2432,event-cloze,47,harris,0.373015873015873,pre
2432,event-cloze,76,trump,0.6031746031746031,pre
2432,event-cloze,3,other,0.023809523809523808,pre
2576,spr-event,43,harris,0.43434343434343436,pre
2576,spr-event,56,trump,0.5656565656565656,pre
2576,spr-event,0,other,0,pre
2025,cloze-event,100,trump,0.8333333333333334,pre
2025,cloze-event,20,harris,0.16666666666666666,pre
2025,cloze-event,0,other,0,pre
2800,maze-event,52,harris,0.5360824742268041,pre
2800,maze-event,45,trump,0.4639175257731959,pre
2800,maze-event,0,other,0,pre
2605,cloze-event,37,trump,0.37,pre
2605,cloze-event,63,harris,0.63,pre
2605,cloze-event,0,other,0,pre
2733,cloze-event,0,harris,0,pre
2733,cloze-event,100,trump,1,pre
2733,cloze-event,0,other,0,pre
2739,cloze-event,74,trump,0.7474747474747475,pre
2739,cloze-event,25,harris,0.25252525252525254,pre
2739,cloze-event,0,other,0,pre
1629,event-spr,61,harris,0.6421052631578947,pre
1629,event-spr,34,trump,0.35789473684210527,pre
1629,event-spr,0,other,0,pre
1556,maze-event,54,trump,0.48214285714285715,pre
1556,maze-event,48,harris,0.42857142857142855,pre
1556,maze-event,10,other,0.08928571428571429,pre
2361,spr-event,7,harris,0.0707070707070707,pre
2361,spr-event,92,trump,0.9292929292929293,pre
2361,spr-event,0,other,0,pre
2933,cloze-event,48,harris,0.48484848484848486,pre
2933,cloze-event,51,trump,0.5151515151515151,pre
2933,cloze-event,0,other,0,pre
2874,cloze-event,50,trump,0.5050505050505051,pre
2874,cloze-event,49,harris,0.494949494949495,pre
2874,cloze-event,0,other,0,pre
2704,cloze-event,30,trump,0.28846153846153844,pre
2704,cloze-event,74,harris,0.7115384615384616,pre
2704,cloze-event,0,other,0,pre
2558,spr-event,5,harris,0.049019607843137254,pre
2558,spr-event,82,trump,0.803921568627451,pre
2558,spr-event,15,other,0.14705882352941177,pre
2085,event-cloze,3,trump,0.029411764705882353,pre
2085,event-cloze,99,harris,0.9705882352941176,pre
2085,event-cloze,0,other,0,pre
1681,event-spr,50,harris,0.4032258064516129,pre
1681,event-spr,49,trump,0.3951612903225806,pre
1681,event-spr,25,other,0.20161290322580644,pre
2319,maze-event,58,trump,0.5742574257425742,pre
2319,maze-event,43,harris,0.42574257425742573,pre
2319,maze-event,0,other,0,pre
2427,maze-event,55,harris,0.5851063829787234,pre
2427,maze-event,39,trump,0.4148936170212766,pre
2427,maze-event,0,other,0,pre
1644,cloze-event,100,harris,1,pre
1644,cloze-event,0,trump,0,pre
1644,cloze-event,0,other,0,pre
1481,event-cloze,100,trump,0.8,pre
1481,event-cloze,25,harris,0.2,pre
1481,event-cloze,0,other,0,pre
2209,spr-event,75,trump,0.7575757575757576,pre
2209,spr-event,24,harris,0.24242424242424243,pre
2209,spr-event,0,other,0,pre
2564,event-cloze,46,trump,0.44660194174757284,pre
2564,event-cloze,57,harris,0.5533980582524272,pre
2564,event-cloze,0,other,0,pre
1600,cloze-event,11,trump,0.11,pre
1600,cloze-event,89,harris,0.89,pre
1600,cloze-event,0,other,0,pre
2065,cloze-event,51,harris,0.49514563106796117,pre
2065,cloze-event,52,trump,0.5048543689320388,pre
