workerid,condition,response,candidate,probability,batch
2065,cloze-event,0,other,0,pre
2300,spr-event,51,trump,0.504950495049505,pre
2300,spr-event,50,harris,0.49504950495049505,pre
2300,spr-event,0,other,0,pre
1408,cloze-event,100,harris,0.9345794392523364,pre
1408,cloze-event,5,trump,0.04672897196261682,pre
1408,cloze-event,2,other,0.018691588785046728,pre
2028,cloze-event,22,trump,0.23157894736842105,pre
2028,cloze-event,73,harris,0.7684210526315789,pre
2028,cloze-event,0,other,0,pre
1881,event-spr,50,harris,0.5050505050505051,pre
1881,event-spr,49,trump,0.494949494949495,pre
1881,event-spr,0,other,0,pre
2905,event-maze,42,trump,0.42,pre
2905,event-maze,58,harris,0.58,pre
2905,event-maze,0,other,0,pre
1915,event-spr,39,trump,0.38235294117647056,pre
1915,event-spr,63,harris,0.6176470588235294,pre
1915,event-spr,0,other,0,pre
2501,cloze-event,86,trump,0.6187050359712231,pre
2501,cloze-event,49,harris,0.35251798561151076,pre
2501,cloze-event,4,other,0.02877697841726619,pre
2382,maze-event,23,harris,0.23469387755102042,pre
2382,maze-event,74,trump,0.7551020408163265,pre
2382,maze-event,1,other,0.01020408163265306,pre
2539,event-maze,100,trump,0.9433962264150944,pre
2539,event-maze,3,harris,0.02830188679245283,pre
2539,event-maze,3,other,0.02830188679245283,pre
2799,cloze-event,50,trump,0.5,pre
2799,cloze-event,50,harris,0.5,pre
2799,cloze-event,0,other,0,pre
2760,cloze-event,65,trump,0.5462184873949579,pre
2760,cloze-event,54,harris,0.453781512605042,pre
2760,cloze-event,0,other,0,pre
1583,cloze-event,81,harris,0.7788461538461539,pre
1583,cloze-event,23,trump,0.22115384615384615,pre
1583,cloze-event,0,other,0,pre
1972,spr-event,37,trump,0.3592233009708738,pre
1972,spr-event,65,harris,0.6310679611650486,pre
1972,spr-event,1,other,0.009708737864077669,pre
2271,maze-event,75,trump,0.5172413793103449,pre
2271,maze-event,54,harris,0.3724137931034483,pre
2271,maze-event,16,other,0.1103448275862069,pre
2730,event-spr,43,trump,0.43,pre
2730,event-spr,57,harris,0.57,pre
2730,event-spr,0,other,0,pre
1977,event-spr,52,harris,0.5306122448979592,pre
1977,event-spr,46,trump,0.46938775510204084,pre
1977,event-spr,0,other,0,pre
2911,event-spr,74,harris,0.7708333333333334,pre
2911,event-spr,22,trump,0.22916666666666666,pre
2911,event-spr,0,other,0,pre
2784,cloze-event,23,trump,0.23469387755102042,pre
2784,cloze-event,75,harris,0.7653061224489796,pre
2784,cloze-event,0,other,0,pre
1846,spr-event,99,trump,1,pre
1846,spr-event,0,harris,0,pre
1846,spr-event,0,other,0,pre
1770,cloze-event,55,harris,0.5045871559633027,pre
1770,cloze-event,46,trump,0.42201834862385323,pre
1770,cloze-event,8,other,0.07339449541284404,pre
1606,maze-event,58,harris,0.5918367346938775,pre
1606,maze-event,40,trump,0.40816326530612246,pre
1606,maze-event,0,other,0,pre
1653,spr-event,0,harris,0,pre
1653,spr-event,100,trump,1,pre
1653,spr-event,0,other,0,pre
1475,event-cloze,51,harris,0.5,pre
1475,event-cloze,51,trump,0.5,pre
1475,event-cloze,0,other,0,pre
2686,event-spr,100,trump,1,pre
2686,event-spr,0,harris,0,pre
2686,event-spr,0,other,0,pre
1947,event-maze,50,trump,0.5,pre
1947,event-maze,50,harris,0.5,pre
1947,event-maze,0,other,0,pre
2718,maze-event,58,harris,0.6041666666666666,pre
2718,maze-event,38,trump,0.3958333333333333,pre
2718,maze-event,0,other,0,pre
1682,event-cloze,43,trump,0.42574257425742573,pre
1682,event-cloze,58,harris,0.5742574257425742,pre
1682,event-cloze,0,other,0,pre
2944,event-cloze,50,trump,0.5050505050505051,pre
2944,event-cloze,49,harris,0.494949494949495,pre
2944,event-cloze,0,other,0,pre
1543,spr-event,21,trump,0.26582278481012656,pre
1543,spr-event,58,harris,0.7341772151898734,pre
1543,spr-event,0,other,0,pre
1778,event-spr,55,harris,0.45081967213114754,pre
1778,event-spr,65,trump,0.5327868852459017,pre
1778,event-spr,2,other,0.01639344262295082,pre
2666,spr-event,100,trump,1,pre
2666,spr-event,0,harris,0,pre
2666,spr-event,0,other,0,pre
2187,cloze-event,75,harris,0.7575757575757576,pre
2187,cloze-event,24,trump,0.24242424242424243,pre
2187,cloze-event,0,other,0,pre
1753,event-cloze,0,trump,0,pre
1753,event-cloze,100,harris,1,pre
1753,event-cloze,0,other,0,pre
2590,event-cloze,78,harris,0.5306122448979592,pre
2590,event-cloze,20,trump,0.1360544217687075,pre
2590,event-cloze,49,other,0.3333333333333333,pre
2279,cloze-event,35,trump,0.35714285714285715,pre
2279,cloze-event,63,harris,0.6428571428571429,pre
2279,cloze-event,0,other,0,pre
2946,event-spr,45,trump,0.391304347826087,pre
2946,event-spr,70,harris,0.6086956521739131,pre
2946,event-spr,0,other,0,pre
1529,event-spr,57,harris,0.5816326530612245,pre
1529,event-spr,41,trump,0.41836734693877553,pre
1529,event-spr,0,other,0,pre
2485,cloze-event,49,trump,0.5,pre
2485,cloze-event,49,harris,0.5,pre
2485,cloze-event,0,other,0,pre
2804,event-spr,56,harris,0.5714285714285714,pre
2804,event-spr,42,trump,0.42857142857142855,pre
2804,event-spr,0,other,0,pre
2215,event-cloze,36,trump,0.3673469387755102,pre
2215,event-cloze,62,harris,0.6326530612244898,pre
2215,event-cloze,0,other,0,pre
1581,maze-event,50,harris,0.5050505050505051,pre
1581,maze-event,49,trump,0.494949494949495,pre
1581,maze-event,0,other,0,pre
2510,event-cloze,59,harris,0.5566037735849056,pre
2510,event-cloze,45,trump,0.42452830188679247,pre
2510,event-cloze,2,other,0.018867924528301886,pre
1436,cloze-event,25,trump,0.25252525252525254,pre
1436,cloze-event,74,harris,0.7474747474747475,pre
1436,cloze-event,0,other,0,pre
2512,maze-event,66,harris,0.6666666666666666,pre
2512,maze-event,33,trump,0.3333333333333333,pre
2512,maze-event,0,other,0,pre
2092,cloze-event,100,harris,1,pre
2092,cloze-event,0,trump,0,pre
2092,cloze-event,0,other,0,pre
1447,spr-event,11,trump,0.10576923076923077,pre
1447,spr-event,93,harris,0.8942307692307693,pre
1447,spr-event,0,other,0,pre
1805,cloze-event,43,harris,0.42574257425742573,pre
1805,cloze-event,58,trump,0.5742574257425742,pre
1805,cloze-event,0,other,0,pre
2133,cloze-event,37,harris,0.36633663366336633,pre
2133,cloze-event,64,trump,0.6336633663366337,pre
2133,cloze-event,0,other,0,pre
2702,spr-event,100,harris,1,pre
2702,spr-event,0,trump,0,pre
2702,spr-event,0,other,0,pre
1955,cloze-event,55,harris,0.5555555555555556,pre
1955,cloze-event,44,trump,0.4444444444444444,pre
1955,cloze-event,0,other,0,pre
1676,cloze-event,91,harris,0.9381443298969072,pre
1676,cloze-event,6,trump,0.061855670103092786,pre
1676,cloze-event,0,other,0,pre
1638,maze-event,45,harris,0.4326923076923077,pre
1638,maze-event,59,trump,0.5673076923076923,pre
1638,maze-event,0,other,0,pre
1456,event-maze,60,trump,0.4918032786885246,pre
1456,event-maze,50,harris,0.4098360655737705,pre
1456,event-maze,12,other,0.09836065573770492,pre
2282,spr-event,54,trump,0.5346534653465347,pre
2282,spr-event,47,harris,0.46534653465346537,pre
2282,spr-event,0,other,0,pre
2046,spr-event,45,harris,0.44554455445544555,pre
2046,spr-event,56,trump,0.5544554455445545,pre
2046,spr-event,0,other,0,pre
2677,spr-event,76,trump,0.7676767676767676,pre
2677,spr-event,23,harris,0.23232323232323232,pre
2677,spr-event,0,other,0,pre
1480,event-maze,47,harris,0.46534653465346537,pre
1480,event-maze,51,trump,0.504950495049505,pre
1480,event-maze,3,other,0.0297029702970297,pre
1979,event-maze,43,harris,0.46236559139784944,pre
1979,event-maze,50,trump,0.5376344086021505,pre
1979,event-maze,0,other,0,pre
2098,cloze-event,75,harris,0.75,pre
2098,cloze-event,25,trump,0.25,pre
2098,cloze-event,0,other,0,pre
2301,spr-event,46,trump,0.46938775510204084,pre
2301,spr-event,52,harris,0.5306122448979592,pre
2301,spr-event,0,other,0,pre
2613,maze-event,93,trump,0.808695652173913,pre
2613,maze-event,22,harris,0.19130434782608696,pre
2613,maze-event,0,other,0,pre
1861,cloze-event,100,trump,1,pre
1861,cloze-event,0,harris,0,pre
1861,cloze-event,0,other,0,pre
2104,event-cloze,50,harris,0.36764705882352944,pre
2104,event-cloze,76,trump,0.5588235294117647,pre
2104,event-cloze,10,other,0.07352941176470588,pre
1627,event-spr,54,harris,0.5346534653465347,pre
1627,event-spr,47,trump,0.46534653465346537,pre
1627,event-spr,0,other,0,pre
2779,maze-event,40,trump,0.3883495145631068,pre
2779,maze-event,63,harris,0.6116504854368932,pre
2779,maze-event,0,other,0,pre
2219,event-spr,49,harris,0.5,pre
2219,event-spr,49,trump,0.5,pre
2219,event-spr,0,other,0,pre
2076,spr-event,62,harris,0.6262626262626263,pre
2076,spr-event,37,trump,0.37373737373737376,pre
2076,spr-event,0,other,0,pre
2363,maze-event,23,harris,0.23711340206185566,pre
2363,maze-event,74,trump,0.7628865979381443,pre
2363,maze-event,0,other,0,pre
2851,spr-event,3,harris,0.031578947368421054,pre
2851,spr-event,90,trump,0.9473684210526315,pre
2851,spr-event,2,other,0.021052631578947368,pre
2953,cloze-event,74,harris,0.7474747474747475,pre
2953,cloze-event,25,trump,0.25252525252525254,pre
2953,cloze-event,0,other,0,pre
2471,maze-event,50,harris,0.5,pre
2471,maze-event,50,trump,0.5,pre
2471,maze-event,0,other,0,pre
1981,spr-event,64,trump,0.6530612244897959,pre
1981,spr-event,34,harris,0.3469387755102041,pre
1981,spr-event,0,other,0,pre
1443,event-cloze,59,harris,0.5784313725490197,pre
1443,event-cloze,43,trump,0.4215686274509804,pre
1443,event-cloze,0,other,0,pre
2581,spr-event,90,trump,0.8256880733944955,pre
2581,spr-event,9,harris,0.08256880733944955,pre
2581,spr-event,10,other,0.09174311926605505,pre
2816,event-spr,75,trump,0.7653061224489796,pre
2816,event-spr,23,harris,0.23469387755102042,pre
2816,event-spr,0,other,0,pre
1785,spr-event,50,harris,0.49019607843137253,pre
1785,spr-event,52,trump,0.5098039215686274,pre
1785,spr-event,0,other,0,pre
2421,spr-event,13,harris,0.12380952380952381,pre
2421,spr-event,92,trump,0.8761904761904762,pre
2421,spr-event,0,other,0,pre
1565,cloze-event,50,trump,0.49504950495049505,pre
1565,cloze-event,51,harris,0.504950495049505,pre
1565,cloze-event,0,other,0,pre
2620,cloze-event,0,trump,0,pre
2620,cloze-event,100,harris,1,pre
2620,cloze-event,0,other,0,pre
2658,event-maze,24,trump,0.24,pre
2658,event-maze,76,harris,0.76,pre
2658,event-maze,0,other,0,pre
2108,maze-event,50,trump,0.5,pre
2108,maze-event,50,harris,0.5,pre
2108,maze-event,0,other,0,pre
1698,spr-event,49,harris,0.5051546391752577,pre
1698,spr-event,48,trump,0.4948453608247423,pre
1698,spr-event,0,other,0,pre
2927,cloze-event,89,trump,0.689922480620155,pre
2927,cloze-event,25,harris,0.1937984496124031,pre
2927,cloze-event,15,other,0.11627906976744186,pre
2540,cloze-event,100,harris,0.9615384615384616,pre
2540,cloze-event,2,trump,0.019230769230769232,pre
2540,cloze-event,2,other,0.019230769230769232,pre
1393,event-cloze,19,harris,0.2,pre
1393,event-cloze,76,trump,0.8,pre
1393,event-cloze,0,other,0,pre
2906,spr-event,51,trump,0.3669064748201439,pre
2906,spr-event,85,harris,0.6115107913669064,pre
2906,spr-event,3,other,0.02158273381294964,pre
2405,spr-event,25,trump,0.25,pre
2405,spr-event,75,harris,0.75,pre
2405,spr-event,0,other,0,pre
1624,event-spr,54,harris,0.5510204081632653,pre
1624,event-spr,44,trump,0.4489795918367347,pre
1624,event-spr,0,other,0,pre
2373,event-maze,12,trump,0.10344827586206896,pre
2373,event-maze,100,harris,0.8620689655172413,pre
2373,event-maze,4,other,0.034482758620689655,pre
2724,cloze-event,67,harris,0.6633663366336634,pre
2724,cloze-event,34,trump,0.33663366336633666,pre
2724,cloze-event,0,other,0,pre
2250,event-spr,100,trump,1,pre
2250,event-spr,0,harris,0,pre
2250,event-spr,0,other,0,pre
1949,cloze-event,46,trump,0.46464646464646464,pre
1949,cloze-event,53,harris,0.5353535353535354,pre
1949,cloze-event,0,other,0,pre
1945,cloze-event,50,trump,0.5,pre
1945,cloze-event,50,harris,0.5,pre
1945,cloze-event,0,other,0,pre
1614,event-spr,77,trump,0.7475728155339806,pre
1614,event-spr,25,harris,0.24271844660194175,pre
1614,event-spr,1,other,0.009708737864077669,pre
2837,event-cloze,75,trump,1,pre
2837,event-cloze,0,harris,0,pre
2837,event-cloze,0,other,0,pre
2776,event-cloze,100,harris,0.8130081300813008,pre
2776,event-cloze,0,trump,0,pre
2776,event-cloze,23,other,0.18699186991869918,pre
2056,cloze-event,21,harris,0.21428571428571427,pre
2056,cloze-event,77,trump,0.7857142857142857,pre
2056,cloze-event,0,other,0,pre
2738,event-spr,100,trump,1,pre
2738,event-spr,0,harris,0,pre
2738,event-spr,0,other,0,pre
1693,event-maze,57,harris,0.5,pre
1693,event-maze,57,trump,0.5,pre
1693,event-maze,0,other,0,pre
2451,spr-event,50,harris,0.5102040816326531,pre
2451,spr-event,48,trump,0.4897959183673469,pre
2451,spr-event,0,other,0,pre
2005,cloze-event,39,trump,0.39,pre
2005,cloze-event,61,harris,0.61,pre
2005,cloze-event,0,other,0,pre
1652,spr-event,61,harris,0.5350877192982456,pre
1652,spr-event,53,trump,0.4649122807017544,pre
1652,spr-event,0,other,0,pre
2018,event-cloze,50,trump,0.49504950495049505,pre
2018,event-cloze,51,harris,0.504950495049505,pre
2018,event-cloze,0,other,0,pre
2555,spr-event,90,trump,0.8737864077669902,pre
2555,spr-event,13,harris,0.1262135922330097,pre
2555,spr-event,0,other,0,pre
1991,event-spr,0,harris,0,pre
1991,event-spr,100,trump,1,pre
1991,event-spr,0,other,0,pre
2467,maze-event,50,trump,0.49019607843137253,pre
2467,maze-event,51,harris,0.5,pre
2467,maze-event,1,other,0.00980392156862745,pre
1482,event-spr,57,harris,0.5643564356435643,pre
1482,event-spr,44,trump,0.43564356435643564,pre
1482,event-spr,0,other,0,pre
2731,event-cloze,25,trump,0.25,pre
2731,event-cloze,75,harris,0.75,pre
2731,event-cloze,0,other,0,pre
2582,event-spr,62,harris,0.5,pre
2582,event-spr,62,trump,0.5,pre
2582,event-spr,0,other,0,pre
2195,cloze-event,51,harris,0.5,pre
2195,cloze-event,51,trump,0.5,pre
2195,cloze-event,0,other,0,pre
1851,spr-event,50,trump,0.5050505050505051,pre
1851,spr-event,49,harris,0.494949494949495,pre
1851,spr-event,0,other,0,pre
2843,cloze-event,46,harris,0.46,pre
2843,cloze-event,54,trump,0.54,pre
2843,cloze-event,0,other,0,pre
2465,event-cloze,63,harris,0.63,pre
2465,event-cloze,37,trump,0.37,pre
2465,event-cloze,0,other,0,pre
1472,event-maze,84,trump,0.5153374233128835,pre
1472,event-maze,71,harris,0.43558282208588955,pre
1472,event-maze,8,other,0.049079754601226995,pre
2903,event-cloze,52,harris,0.5306122448979592,pre
2903,event-cloze,45,trump,0.45918367346938777,pre
2903,event-cloze,1,other,0.01020408163265306,pre
2548,maze-event,3,trump,0.029411764705882353,pre
2548,maze-event,99,harris,0.9705882352941176,pre
2548,maze-event,0,other,0,pre
1464,spr-event,0,trump,0,pre
1464,spr-event,100,harris,1,pre
1464,spr-event,0,other,0,pre
2719,event-maze,56,harris,0.5544554455445545,pre
2719,event-maze,45,trump,0.44554455445544555,pre
2719,event-maze,0,other,0,pre
2879,event-cloze,51,harris,0.51,pre
2879,event-cloze,49,trump,0.49,pre
2879,event-cloze,0,other,0,pre
2422,event-spr,42,harris,0.3888888888888889,pre
2422,event-spr,65,trump,0.6018518518518519,pre
2422,event-spr,1,other,0.009259259259259259,pre
2262,event-maze,66,harris,0.6111111111111112,pre
2262,event-maze,39,trump,0.3611111111111111,pre
2262,event-maze,3,other,0.027777777777777776,pre
2181,cloze-event,54,harris,0.5684210526315789,pre
2181,cloze-event,41,trump,0.43157894736842106,pre
2181,cloze-event,0,other,0,pre
2940,event-cloze,63,harris,0.63,pre
2940,event-cloze,37,trump,0.37,pre
2940,event-cloze,0,other,0,pre
2834,spr-event,43,harris,0.43,pre
2834,spr-event,57,trump,0.57,pre
2834,spr-event,0,other,0,pre
2566,event-cloze,51,trump,0.53125,pre
2566,event-cloze,45,harris,0.46875,pre
2566,event-cloze,0,other,0,pre
1705,spr-event,48,trump,0.5052631578947369,pre
1705,spr-event,47,harris,0.49473684210526314,pre
1705,spr-event,0,other,0,pre
1845,event-spr,12,harris,0.11428571428571428,pre
1845,event-spr,93,trump,0.8857142857142857,pre
1845,event-spr,0,other,0,pre
1942,event-maze,91,harris,0.5481927710843374,pre
1942,event-maze,75,trump,0.45180722891566266,pre
1942,event-maze,0,other,0,pre
2407,cloze-event,64,harris,0.5981308411214953,pre
2407,cloze-event,41,trump,0.38317757009345793,pre
2407,cloze-event,2,other,0.018691588785046728,pre
2892,spr-event,40,harris,0.4,pre
2892,spr-event,60,trump,0.6,pre
2892,spr-event,0,other,0,pre
2493,cloze-event,51,harris,0.504950495049505,pre
2493,cloze-event,50,trump,0.49504950495049505,pre
2493,cloze-event,0,other,0,pre
1800,cloze-event,0,trump,0,pre
1800,cloze-event,100,harris,1,pre
1800,cloze-event,0,other,0,pre
2390,cloze-event,53,trump,0.5247524752475248,pre
2390,cloze-event,48,harris,0.4752475247524752,pre
2390,cloze-event,0,other,0,pre
1621,event-cloze,0,trump,0,pre
1621,event-cloze,100,harris,1,pre
1621,event-cloze,0,other,0,pre
2930,cloze-event,100,trump,1,pre
2930,cloze-event,0,harris,0,pre
2930,cloze-event,0,other,0,pre
1745,event-spr,40,trump,0.3883495145631068,pre
1745,event-spr,63,harris,0.6116504854368932,pre
1745,event-spr,0,other,0,pre
1826,cloze-event,13,trump,0.125,pre
1826,cloze-event,91,harris,0.875,pre
1826,cloze-event,0,other,0,pre
2109,maze-event,50,trump,0.5,pre
2109,maze-event,50,harris,0.5,pre
2109,maze-event,0,other,0,pre
2278,event-cloze,36,trump,0.36363636363636365,pre
2278,event-cloze,63,harris,0.6363636363636364,pre
2278,event-cloze,0,other,0,pre
2156,cloze-event,53,trump,0.53,pre
2156,cloze-event,47,harris,0.47,pre
2156,cloze-event,0,other,0,pre
2513,cloze-event,55,harris,0.5555555555555556,pre
2513,cloze-event,44,trump,0.4444444444444444,pre
2513,cloze-event,0,other,0,pre
1528,spr-event,6,trump,0.058823529411764705,pre
1528,spr-event,96,harris,0.9411764705882353,pre
1528,spr-event,0,other,0,pre
1791,spr-event,45,harris,0.44554455445544555,pre
1791,spr-event,56,trump,0.5544554455445545,pre
1791,spr-event,0,other,0,pre
2864,event-spr,46,trump,0.45544554455445546,pre
2864,event-spr,55,harris,0.5445544554455446,pre
2864,event-spr,0,other,0,pre
2323,spr-event,76,trump,0.6031746031746031,pre
2323,spr-event,50,harris,0.3968253968253968,pre
2323,spr-event,0,other,0,pre
1859,event-cloze,100,harris,1,pre
1859,event-cloze,0,trump,0,pre
1859,event-cloze,0,other,0,pre
2640,cloze-event,22,harris,0.1981981981981982,pre
2640,cloze-event,89,trump,0.8018018018018018,pre
2640,cloze-event,0,other,0,pre
2517,event-spr,85,harris,0.5089820359281437,pre
2517,event-spr,81,trump,0.48502994011976047,pre
2517,event-spr,1,other,0.005988023952095809,pre
1731,maze-event,50,harris,0.5,pre
1731,maze-event,50,trump,0.5,pre
1731,maze-event,0,other,0,pre
2861,maze-event,98,harris,0.98,pre
2861,maze-event,2,trump,0.02,pre
2861,maze-event,0,other,0,pre
1874,event-cloze,56,trump,0.5233644859813084,pre
1874,event-cloze,51,harris,0.4766355140186916,pre
1874,event-cloze,0,other,0,pre
2952,spr-event,49,harris,0.494949494949495,pre
2952,spr-event,50,trump,0.5050505050505051,pre
2952,spr-event,0,other,0,pre
1998,maze-event,49,trump,0.5,pre
1998,maze-event,49,harris,0.5,pre
1998,maze-event,0,other,0,pre
2330,cloze-event,49,trump,0.5,pre
2330,cloze-event,49,harris,0.5,pre
2330,cloze-event,0,other,0,pre
1952,spr-event,49,trump,0.5,pre
1952,spr-event,49,harris,0.5,pre
1952,spr-event,0,other,0,pre
1672,spr-event,0,harris,0,pre
1672,spr-event,100,trump,1,pre
1672,spr-event,0,other,0,pre
2871,event-spr,43,harris,0.42574257425742573,pre
2871,event-spr,58,trump,0.5742574257425742,pre
2871,event-spr,0,other,0,pre
1592,spr-event,64,harris,0.6336633663366337,pre
1592,spr-event,37,trump,0.36633663366336633,pre
1592,spr-event,0,other,0,pre
1869,event-spr,45,trump,0.4205607476635514,pre
1869,event-spr,52,harris,0.48598130841121495,pre
1869,event-spr,10,other,0.09345794392523364,pre
2495,cloze-event,75,harris,0.9036144578313253,pre
2495,cloze-event,8,trump,0.0963855421686747,pre
2495,cloze-event,0,other,0,pre
2388,spr-event,56,harris,0.5436893203883495,pre
2388,spr-event,45,trump,0.4368932038834951,pre
2388,spr-event,2,other,0.019417475728155338,pre
2907,cloze-event,50,trump,0.45454545454545453,pre
2907,cloze-event,60,harris,0.5454545454545454,pre
2907,cloze-event,0,other,0,pre
2947,event-spr,100,trump,1,pre
2947,event-spr,0,harris,0,pre
2947,event-spr,0,other,0,pre
2637,event-cloze,49,trump,0.5,pre
2637,event-cloze,49,harris,0.5,pre
2637,event-cloze,0,other,0,pre
2458,spr-event,73,trump,0.8295454545454546,pre
2458,spr-event,15,harris,0.17045454545454544,pre
2458,spr-event,0,other,0,pre
2928,cloze-event,51,harris,0.5,pre
2928,cloze-event,51,trump,0.5,pre
2928,cloze-event,0,other,0,pre
1721,event-maze,70,harris,0.6796116504854369,pre
1721,event-maze,33,trump,0.32038834951456313,pre
1721,event-maze,0,other,0,pre
2623,event-maze,50,harris,0.49019607843137253,pre
2623,event-maze,51,trump,0.5,pre
2623,event-maze,1,other,0.00980392156862745,pre
2305,spr-event,24,harris,0.24,pre
2305,spr-event,76,trump,0.76,pre
2305,spr-event,0,other,0,pre
2229,spr-event,0,harris,0,pre
2229,spr-event,100,trump,1,pre
2229,spr-event,0,other,0,pre
2503,spr-event,49,trump,0.47115384615384615,pre
2503,spr-event,52,harris,0.5,pre
2503,spr-event,3,other,0.028846153846153848,pre
1467,spr-event,45,trump,0.45,pre
1467,spr-event,55,harris,0.55,pre
1467,spr-event,0,other,0,pre
2652,event-cloze,24,trump,0.21428571428571427,pre
2652,event-cloze,75,harris,0.6696428571428571,pre
2652,event-cloze,13,other,0.11607142857142858,pre
2880,cloze-event,49,trump,0.494949494949495,pre
2880,cloze-event,50,harris,0.5050505050505051,pre
2880,cloze-event,0,other,0,pre
1839,event-cloze,63,harris,0.63,pre
1839,event-cloze,37,trump,0.37,pre
1839,event-cloze,0,other,0,pre
2505,event-cloze,100,trump,1,pre
2505,event-cloze,0,harris,0,pre
2505,event-cloze,0,other,0,pre
1780,cloze-event,40,harris,0.34782608695652173,pre
1780,cloze-event,75,trump,0.6521739130434783,pre
1780,cloze-event,0,other,0,pre
2788,cloze-event,51,harris,0.33774834437086093,pre
2788,cloze-event,50,trump,0.33112582781456956,pre
2788,cloze-event,50,other,0.33112582781456956,pre
2365,event-cloze,100,harris,0.9523809523809523,pre
2365,event-cloze,3,trump,0.02857142857142857,pre
2365,event-cloze,2,other,0.01904761904761905,pre
2818,event-spr,29,trump,0.27358490566037735,pre
2818,event-spr,77,harris,0.7264150943396226,pre
2818,event-spr,0,other,0,pre
2792,event-cloze,75,trump,0.75,pre
2792,event-cloze,25,harris,0.25,pre
2792,event-cloze,0,other,0,pre
2561,event-cloze,43,harris,0.44329896907216493,pre
2561,event-cloze,54,trump,0.5567010309278351,pre
2561,event-cloze,0,other,0,pre
2244,cloze-event,50,harris,0.5050505050505051,pre
2244,cloze-event,49,trump,0.494949494949495,pre
2244,cloze-event,0,other,0,pre
2614,spr-event,50,trump,0.5,pre
2614,spr-event,50,harris,0.5,pre
2614,spr-event,0,other,0,pre
2683,event-cloze,25,harris,0.211864406779661,pre
2683,event-cloze,93,trump,0.788135593220339,pre
2683,event-cloze,0,other,0,pre
1500,cloze-event,42,trump,0.44680851063829785,pre
1500,cloze-event,50,harris,0.5319148936170213,pre
1500,cloze-event,2,other,0.02127659574468085,pre
2216,maze-event,45,harris,0.45454545454545453,pre
2216,maze-event,54,trump,0.5454545454545454,pre
2216,maze-event,0,other,0,pre
2798,event-maze,47,trump,0.47,pre
2798,event-maze,53,harris,0.53,pre
2798,event-maze,0,other,0,pre
2691,event-maze,43,harris,0.4215686274509804,pre
2691,event-maze,57,trump,0.5588235294117647,pre
2691,event-maze,2,other,0.0196078431372549,pre
1867,cloze-event,62,harris,0.6019417475728155,pre
1867,cloze-event,41,trump,0.39805825242718446,pre
1867,cloze-event,0,other,0,pre
2169,event-cloze,0,trump,0,pre
2169,event-cloze,100,harris,1,pre
2169,event-cloze,0,other,0,pre
1808,event-cloze,28,trump,0.28865979381443296,pre
1808,event-cloze,69,harris,0.711340206185567,pre
1808,event-cloze,0,other,0,pre
1965,spr-event,49,trump,0.5,pre
1965,spr-event,49,harris,0.5,pre
1965,spr-event,0,other,0,pre
2143,event-cloze,100,trump,0.9803921568627451,pre
2143,event-cloze,1,harris,0.00980392156862745,pre
2143,event-cloze,1,other,0.00980392156862745,pre
1405,event-cloze,48,trump,0.41739130434782606,pre
1405,event-cloze,67,harris,0.5826086956521739,pre
1405,event-cloze,0,other,0,pre
2765,cloze-event,25,trump,0.25252525252525254,pre
2765,cloze-event,74,harris,0.7474747474747475,pre
2765,cloze-event,0,other,0,pre
2083,event-cloze,40,harris,0.40404040404040403,pre
2083,event-cloze,59,trump,0.5959595959595959,pre
2083,event-cloze,0,other,0,pre
1418,event-spr,20,harris,0.17391304347826086,pre
1418,event-spr,94,trump,0.8173913043478261,pre
1418,event-spr,1,other,0.008695652173913044,pre
1766,cloze-event,50,trump,0.5,pre
1766,cloze-event,50,harris,0.5,pre
1766,cloze-event,0,other,0,pre
1996,spr-event,24,trump,0.24,pre
1996,spr-event,76,harris,0.76,pre
1996,spr-event,0,other,0,pre
1526,cloze-event,61,harris,0.6288659793814433,pre
1526,cloze-event,36,trump,0.3711340206185567,pre
1526,cloze-event,0,other,0,pre
2627,cloze-event,55,harris,0.5670103092783505,pre
2627,cloze-event,42,trump,0.4329896907216495,pre
2627,cloze-event,0,other,0,pre
2211,cloze-event,50,harris,0.5,pre
2211,cloze-event,50,trump,0.5,pre
2211,cloze-event,0,other,0,pre
1448,spr-event,100,harris,0.9900990099009901,pre
1448,spr-event,0,trump,0,pre
1448,spr-event,1,other,0.009900990099009901,pre
2857,spr-event,62,harris,0.4189189189189189,pre
2857,spr-event,38,trump,0.25675675675675674,pre
2857,spr-event,48,other,0.32432432432432434,pre
2711,maze-event,100,harris,1,pre
2711,maze-event,0,trump,0,pre
2711,maze-event,0,other,0,pre
2920,event-spr,75,harris,0.7575757575757576,pre
2920,event-spr,24,trump,0.24242424242424243,pre
2920,event-spr,0,other,0,pre
1762,cloze-event,44,trump,0.4489795918367347,pre
1762,cloze-event,54,harris,0.5510204081632653,pre
1762,cloze-event,0,other,0,pre
1875,event-spr,49,harris,0.494949494949495,pre
1875,event-spr,50,trump,0.5050505050505051,pre
1875,event-spr,0,other,0,pre
2654,maze-event,6,harris,0.05128205128205128,pre
2654,maze-event,84,trump,0.717948717948718,pre
2654,maze-event,27,other,0.23076923076923078,pre
2212,spr-event,63,trump,0.6237623762376238,pre
2212,spr-event,36,harris,0.3564356435643564,pre
2212,spr-event,2,other,0.019801980198019802,pre
2844,event-cloze,43,trump,0.42574257425742573,pre
2844,event-cloze,58,harris,0.5742574257425742,pre
2844,event-cloze,0,other,0,pre
