workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,prolific_id,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1847,maze-event,37,NA,NA,FL,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,67178054a368314e6afa5ed4,6723c398e819514a417f190d,APPROVED,Not Applicable,2024-10-31T17:51:26Z,2024-10-31T17:54:07Z,2024-11-01T02:20:59Z,2024-10-31T17:56:38Z,161,COHS0MZY,105,English,Independent,37,Male,White,United States,United States,United States,English,Yes,Other
2198,event-maze,30,Daily,NA,CO,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,5c4e3977c0783c00016936f9,6723c7ec44171171a31da384,APPROVED,Not Applicable,2024-10-31T18:11:12Z,2024-10-31T18:29:13Z,2024-11-01T02:26:46Z,2024-10-31T18:29:56Z,1082,COHS0MZY,2071,English,Independent,30,Male,White,United States,United States,United States,English,Yes,Full-Time
1863,maze-event,30,NA,NA,NJ,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,6630e01b7d69d22b8be429a6,6723c3e34c88719ad574be03,APPROVED,Not Applicable,2024-10-31T17:52:40Z,2024-10-31T17:55:17Z,2024-11-01T02:26:36Z,2024-10-31T17:58:05Z,157,COHS0MZY,665,English,Independent,30,Male,Asian,Korea,United States,United States,English,No,Full-Time
1722,spr-event,65,NA,NA,NY,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,6572244f5a6d2b943074aa73,6723c10510e086c57dd4dd58,APPROVED,Not Applicable,2024-10-31T17:40:27Z,2024-10-31T17:42:31Z,2024-11-01T02:18:58Z,2024-10-31T17:42:33Z,125,COHS0MZY,689,"English, French",Democrat,65,Female,White,United States,United States,United States,English,No,Full-Time
2159,maze-event,50,NA,NA,NY,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,662a485ce2efe92cb7d7d410,6723c80ae809822e8d6d1792,APPROVED,Not Applicable,2024-10-31T18:10:23Z,2024-10-31T18:13:53Z,2024-11-01T02:24:03Z,2024-10-31T18:13:54Z,210,COHS0MZY,591,English,Democrat,50,Male,White,United States,United States,United States,English,No,Full-Time
2205,cloze-event,34,NA,NA,TX,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,5a233c5d7413810001521d8f,6723c8c869a491c85147dc90,APPROVED,Not Applicable,2024-10-31T18:13:34Z,2024-10-31T18:14:42Z,2024-11-01T02:25:10Z,2024-10-31T18:14:44Z,68,COHS0MZY,7022,"English, Spanish",Republican,45,Male,White,United States,United States,United States,English,No,Full-Time
2819,maze-event,59,Daily,NA,NC,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,664fc6ec0beb5400a141b77b,6723d9e6700f5953fea4d288,APPROVED,Not Applicable,2024-10-31T19:27:00Z,2024-10-31T19:30:58Z,2024-11-01T02:18:26Z,2024-10-31T19:32:35Z,239,COHS0MZY,713,English,Republican,59,Female,White,United States,United States,United States,English,No,Part-Time
2812,event-cloze,61,Daily,NA,UT,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,6701f7d0e2536e9be11c50f0,6723d9a8578fd3d131e2fac9,APPROVED,Not Applicable,2024-10-31T19:25:38Z,2024-10-31T19:27:40Z,2024-11-01T02:18:25Z,2024-10-31T19:27:42Z,123,COHS0MZY,48,English,Republican,61,Female,White,United States,United States,United States,English,No,Part-Time
1734,spr-event,36,NA,NA,WA,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,669a8660d4a57296b3d666e1,6723c14d6cee4b3b4afe9d95,APPROVED,Not Applicable,2024-10-31T17:41:39Z,2024-10-31T17:42:59Z,2024-11-01T02:20:54Z,2024-10-31T17:45:57Z,80,COHS0MZY,482,English,Independent,36,Male,White,United States,United States,United States,English,No,Full-Time
2902,spr-event,61,Daily,NA,NC,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,66c376a5de57cc99a8123477,6723e3b0d5529d3a471941c3,APPROVED,Not Applicable,2024-10-31T20:08:28Z,2024-10-31T20:10:37Z,2024-11-01T02:25:45Z,2024-10-31T20:10:38Z,130,COHS0MZY,321,English,Democrat,61,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
2574,maze-event,42,Daily,NA,ID,Female,I'd rather not say,Yes,Yes,4-year college degree,Yes,Independent,6654bd65424c53a764dd9d10,6723ce941e2d1fba6557ef25,APPROVED,Not Applicable,2024-10-31T18:38:20Z,2024-10-31T18:41:11Z,2024-11-01T02:22:11Z,2024-10-31T18:41:22Z,172,COHS0MZY,808,English,Independent,42,Female,White,United States,United States,United States,English,No,Full-Time
2320,event-spr,21,Daily,NA,WI,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,6673c06ef972fa4885e8ec49,6723ca703732dfba5e7fb7af,APPROVED,Not Applicable,2024-10-31T18:20:40Z,2024-10-31T18:22:31Z,2024-11-01T02:28:57Z,2024-10-31T18:22:32Z,111,COHS0MZY,720,English,Independent,21,Female,Mixed,United States,United States,United States,English,Yes,Part-Time
2972,maze-event,67,Daily,NA,FL,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,6234b2b5e6b80ea7060d458a,67240d4a7faa273fee6a23ff,APPROVED,Not Applicable,2024-10-31T23:05:52Z,2024-10-31T23:09:22Z,2024-11-01T02:30:26Z,2024-10-31T23:10:13Z,210,COHS0MZY,4326,English,Republican,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1740,cloze-event,31,NA,NA,OH,Non-binary,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,57597452e8feea0006ef8805,6723c15fad9bf2b199a199f7,APPROVED,Not Applicable,2024-10-31T17:42:05Z,2024-10-31T17:43:01Z,2024-11-01T02:27:02Z,2024-10-31T17:45:57Z,56,COHS0MZY,4858,English,Independent,31,Female,White,United States,United States,United States,English,No,Full-Time
1551,cloze-event,73,NA,NA,IL,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,574ce0a57fd0ec000db73aa6,6723bc0b55bd3ef26e7f14f9,APPROVED,Not Applicable,2024-10-31T17:19:13Z,2024-10-31T17:21:30Z,2024-11-01T02:30:31Z,2024-10-31T17:21:32Z,138,COHS0MZY,8387,English,Independent,73,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2709,maze-event,65,Daily,NA,OH,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,5c5c70947676860001fff825,6723d2f10e87ecba5163fda0,APPROVED,Not Applicable,2024-10-31T18:57:01Z,2024-10-31T19:01:16Z,2024-11-01T02:30:48Z,2024-10-31T19:02:30Z,256,COHS0MZY,1707,English,Independent,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2600,maze-event,38,Daily,NA,NM,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,665815e76167fad10b2f1f62,6723cf6fa895cda204280760,APPROVED,Not Applicable,2024-10-31T18:41:57Z,2024-10-31T18:44:34Z,2024-11-01T02:22:13Z,2024-10-31T18:44:40Z,157,COHS0MZY,611,English,Independent,38,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1389,spr-event,24,NA,NA,TX,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,60fd0594288ddce37ec599d1,6723acf2442cd83293c7cb04,APPROVED,Not Applicable,2024-10-31T16:14:46Z,2024-10-31T16:16:29Z,2024-11-01T02:28:52Z,2024-10-31T16:18:10Z,103,COHS0MZY,594,English,Independent,24,Female,White,United States,United States,United States,English,Yes,Part-Time
2027,event-spr,55,NA,NA,NY,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5ce83f6ffdd26c00193b9611,6723c625c6adc9dd3b6017e4,APPROVED,Not Applicable,2024-10-31T18:02:18Z,2024-10-31T18:04:01Z,2024-11-01T02:31:16Z,2024-10-31T18:04:04Z,104,COHS0MZY,5771,English,Democrat,55,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
2846,event-spr,72,Daily,NA,RI,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,651090beae417ded35c4ef2f,6723dcda7c81aa3c14005060,APPROVED,Not Applicable,2024-10-31T19:39:22Z,2024-10-31T19:45:15Z,2024-11-01T02:30:56Z,2024-10-31T19:46:35Z,353,COHS0MZY,2239,English,Independent,72,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1413,spr-event,52,NA,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5ec5658b7bc176386f27f9d6,6723b0faf1c962e6de9d1318,APPROVED,Not Applicable,2024-10-31T16:32:00Z,2024-10-31T16:33:54Z,2024-11-01T02:24:16Z,2024-10-31T16:35:56Z,114,COHS0MZY,3239,English,Democrat,52,Female,White,United States,United States,United States,English,No,Part-Time
2006,cloze-event,57,Daily,NA,MN,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,NA,663ba3fdc11bf9fcf38072d6,6723c5d610e086c57dd4deb6,APPROVED,Not Applicable,2024-10-31T18:01:09Z,2024-10-31T18:02:41Z,2024-11-01T02:19:02Z,2024-10-31T18:02:43Z,92,COHS0MZY,772,English,Democrat,57,Female,White,United States,United States,United States,English,No,Full-Time
2457,event-cloze,55,Daily,NA,AL,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,660dab898e5abe34444031b4,6723ccb0c3d741810742d5e0,APPROVED,Not Applicable,2024-10-31T18:30:16Z,2024-10-31T18:32:04Z,2024-11-01T02:17:50Z,2024-10-31T18:32:42Z,108,COHS0MZY,463,English,Republican,55,Female,White,United States,United States,United States,English,No,Part-Time
2509,cloze-event,44,Weekly,NA,CT,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,6539a62e2aca92b2617a9693,6723cd550260839731a3d63f,APPROVED,Not Applicable,2024-10-31T18:32:58Z,2024-10-31T18:37:47Z,2024-11-01T02:22:01Z,2024-10-31T18:40:22Z,289,COHS0MZY,1066,English,Independent,44,Female,Asian,Indonesia,United States,United States,English,No,Full-Time
2007,cloze-event,36,NA,NA,IL,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,5c3b871cd1498600018cdd26,6723c5e8d04a5752fb422f79,APPROVED,Not Applicable,2024-10-31T18:01:18Z,2024-10-31T18:02:34Z,2024-11-01T02:27:45Z,2024-10-31T18:02:35Z,77,COHS0MZY,98,English,Republican,36,Male,White,United States,United States,United States,English,No,Full-Time
2132,event-maze,44,NA,NA,SD,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Republican,6636e5ffb1e341fa2390a2c0,6723c79cb7b85e6bdcb342d6,APPROVED,Not Applicable,2024-10-31T18:08:32Z,2024-10-31T18:11:08Z,2024-11-01T02:25:08Z,2024-10-31T18:11:51Z,156,COHS0MZY,1081,English,Republican,33,Male,White,United States,United States,United States,English,No,Full-Time
2722,maze-event,62,Daily,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,6175eab1ddb5791df88241d1,6723d3750dbc946a27a9d4ce,APPROVED,Not Applicable,2024-10-31T18:59:07Z,2024-10-31T19:01:42Z,2024-11-01T02:19:53Z,2024-10-31T19:02:44Z,156,COHS0MZY,1595,English,Democrat,62,Female,Mixed,United States,United States,United States,English,No,Part-Time
2973,spr-event,69,Daily,NA,GA,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,637e447c16e05f6828930612,67240ebf981f16b6f2193bd2,APPROVED,Not Applicable,2024-10-31T23:12:05Z,2024-10-31T23:14:58Z,2024-11-01T02:30:26Z,2024-10-31T23:14:59Z,173,COHS0MZY,3616,English,Republican,69,Male,White,United States,United States,United States,English,No,Full-Time
2312,cloze-event,51,Daily,NA,VA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,668c3f5b0a7418fedf682028,6723ca562f342e8c5ef07ce3,APPROVED,Not Applicable,2024-10-31T18:20:11Z,2024-10-31T18:22:46Z,2024-11-01T02:22:58Z,2024-10-31T18:22:47Z,156,COHS0MZY,222,English,Independent,51,Female,White,United States,United States,United States,English,No,Other
1831,spr-event,22,NA,NA,CT,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,6519814843aa46d52ff07e63,6723c33b67b89625523c8969,APPROVED,Not Applicable,2024-10-31T17:49:53Z,2024-10-31T17:51:44Z,2024-11-01T02:28:38Z,2024-10-31T17:51:45Z,111,COHS0MZY,817,English,Independent,22,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2766,cloze-event,59,Daily,NA,OH,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,64509bfcd8d8b7e61f801e95,6723d5a306b4c75bc2b1f191,APPROVED,Not Applicable,2024-10-31T19:08:27Z,2024-10-31T19:13:19Z,2024-11-01T02:30:50Z,2024-10-31T19:13:33Z,292,COHS0MZY,3596,English,Independent,59,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2161,event-maze,64,NA,NA,OR,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,65ed3d39a6328372037a918e,6723c805322f4913d3d4dab8,APPROVED,Not Applicable,2024-10-31T18:10:22Z,2024-10-31T18:15:08Z,2024-11-01T02:30:06Z,2024-10-31T18:15:08Z,286,COHS0MZY,531,English,Republican,64,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1837,cloze-event,40,NA,NA,FL,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,5ea89d0c5a0a9c12978f8263,6723c356666a1a660e9030aa,APPROVED,Not Applicable,2024-10-31T17:50:21Z,2024-10-31T17:51:47Z,2024-11-01T02:20:58Z,2024-10-31T17:51:48Z,86,COHS0MZY,6875,English,Independent,40,Male,White,Panama,United States,United States,English,No,Unemployed (and job seeking)
1909,spr-event,30,NA,NA,MS,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,668402bd764a366c27c443d3,6723c4ba059c30274b36093b,APPROVED,Not Applicable,2024-10-31T17:56:16Z,2024-10-31T17:58:15Z,2024-11-01T02:27:06Z,2024-10-31T18:00:49Z,120,COHS0MZY,682,English,Independent,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1400,event-cloze,18,NA,NA,WA,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,661412c46baab549f64e6f6c,6723af7334755864ec291b6d,APPROVED,Not Applicable,2024-10-31T16:25:34Z,2024-10-31T16:26:48Z,2024-11-01T02:28:04Z,2024-10-31T16:26:49Z,75,COHS0MZY,248,English,Republican,18,Male,White,United States,United States,United States,English,Yes,Part-Time
2612,maze-event,64,Daily,NA,OH,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,6707c5f6246a6a3107b9370a,6723cfaf2c496c56eb6a25f9,APPROVED,Not Applicable,2024-10-31T18:43:03Z,2024-10-31T18:47:46Z,2024-11-01T02:19:47Z,2024-10-31T18:48:33Z,283,NOCODE,75,English,Democrat,64,Female,White,United States,United States,United States,English,No,Full-Time
2311,spr-event,30,Daily,NA,CA,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Republican,60a6be72ccb15020f04ba501,6723ca54c1661ed91b6555dd,APPROVED,Not Applicable,2024-10-31T18:20:09Z,2024-10-31T18:22:42Z,2024-11-01T02:25:12Z,2024-10-31T18:22:43Z,154,COHS0MZY,5816,"English, Spanish",Republican,30,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
2976,spr-event,55,Daily,NA,OK,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,647c65c5acb91c89819c7970,672414afc16095ffa3142d40,APPROVED,Not Applicable,2024-10-31T23:37:25Z,2024-10-31T23:40:58Z,2024-11-01T02:30:27Z,2024-10-31T23:40:59Z,214,COHS0MZY,5228,English,Republican,55,Male,White,United States,United States,United States,English,No,Other
1691,cloze-event,24,NA,NA,PA,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,615b613de1aeca77a48c4125,6723c044b8a21faf16a199dd,APPROVED,Not Applicable,2024-10-31T17:37:13Z,2024-10-31T17:38:35Z,2024-11-01T02:27:30Z,2024-10-31T17:38:36Z,83,COHS0MZY,2776,English,Democrat,24,Female,White,United States,United States,United States,English,No,Part-Time
1633,maze-event,30,NA,NA,KS,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,5c77825c0b94ca0001411ed2,6723bef221137adda5899bf2,APPROVED,Not Applicable,2024-10-31T17:31:35Z,2024-10-31T17:33:52Z,2024-11-01T02:26:59Z,2024-10-31T17:35:13Z,137,COHS0MZY,758,English,Independent,30,Female,White,United States,United States,United States,English,No,Full-Time
2762,spr-event,58,Daily,NA,FL,Male,Kamala Harris,Yes,Yes,NA,Yes,Independent,666b4b7238389462d039c5eb,6723d57de25b738a36ae54ee,APPROVED,Not Applicable,2024-10-31T19:07:46Z,2024-10-31T19:09:24Z,2024-11-01T02:26:10Z,2024-10-31T19:09:25Z,98,COHS0MZY,738,English,Independent,58,Male,White,United States,United States,United States,English,No,Full-Time
1446,cloze-event,21,NA,NA,NA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,670e8c1b152066063b12e080,6723b36a42d9de1e1f65ba5a,APPROVED,Not Applicable,2024-10-31T16:42:23Z,2024-10-31T16:44:22Z,2024-11-01T02:24:37Z,2024-10-31T16:44:24Z,120,COHS0MZY,50,"English, French",Democrat,21,Male,White,United States,United States,United States,English,Yes,Other
1666,cloze-event,44,NA,NA,ID,Non-binary,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,65e4b150feb15ebecb2fe5e8,6723bf97d56104fb09a0f9ef,APPROVED,Not Applicable,2024-10-31T17:34:24Z,2024-10-31T17:36:51Z,2024-11-01T02:21:31Z,2024-10-31T17:37:34Z,147,COHS0MZY,347,English,Independent,44,Female,White,United States,United States,United States,English,Yes,Part-Time
1784,event-maze,30,NA,NA,PA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5fec060b5ce3ae867e64cfb3,6723c240bbade7da85cf8365,APPROVED,Not Applicable,2024-10-31T17:45:54Z,2024-10-31T17:47:52Z,2024-11-01T02:29:22Z,2024-10-31T17:48:41Z,119,COHS0MZY,6981,"Korean, English",Democrat,30,Male,Asian,Korea,United States,United States,Korean,No,Full-Time
1607,maze-event,28,NA,NA,OR,Rather not say,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,605fbc12c61d8d10250f6e51,6723be1d9f553398ea378881,APPROVED,Not Applicable,2024-10-31T17:28:04Z,2024-10-31T17:30:54Z,2024-11-01T02:23:03Z,2024-10-31T17:31:09Z,171,COHS0MZY,2313,"English, Vietnamese",Democrat,28,Female,Asian,United States,United States,United States,English,No,Full-Time
1866,cloze-event,41,NA,NA,OH,Male,I don't care,Yes,Yes,High school graduate,Yes,Republican,5b6515e83662a8000158b2aa,6723c3fb339edd1678f021aa,APPROVED,Not Applicable,2024-10-31T17:53:04Z,2024-10-31T17:55:00Z,2024-11-01T02:27:42Z,2024-10-31T17:57:42Z,117,COHS0MZY,5197,English,Republican,41,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1647,spr-event,74,NA,NA,WA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,5dc483cf74939e34e55c3619,6723bf484c88719ad574bcf2,APPROVED,Not Applicable,2024-10-31T17:33:03Z,2024-10-31T17:34:57Z,2024-11-01T02:25:55Z,2024-10-31T17:36:36Z,114,COHS0MZY,8599,"English, Spanish",Independent,74,Male,White,United States,United States,United States,English,No,Part-Time
2122,cloze-event,40,NA,NA,UT,Male,Kamala Harris,Yes,Yes,Doctorate,Yes,Democrat,66eede654c7f155293e7919d,6723c7712e6e89f444291a31,APPROVED,Not Applicable,2024-10-31T18:07:52Z,2024-10-31T18:08:55Z,2024-11-01T02:21:11Z,2024-10-31T18:09:44Z,64,COHS0MZY,256,"English, Spanish",Independent,40,Male,White,United States,United States,United States,English,No,Full-Time
2201,spr-event,28,NA,NA,CA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,6554ef5e92c434ef5e724664,6723c81f99a3f78686b490fb,APPROVED,Not Applicable,2024-10-31T18:12:55Z,2024-10-31T18:14:35Z,2024-11-01T02:26:47Z,2024-10-31T18:14:36Z,100,COHS0MZY,2418,English,Independent,28,Male,Asian,United States,United States,United States,English,No,Full-Time
1953,event-cloze,41,NA,NA,MO,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,66772da1add67a4a8e713540,6723c53300913ea788c2fb84,APPROVED,Not Applicable,2024-10-31T17:58:18Z,2024-10-31T18:04:23Z,2024-11-01T02:21:41Z,2024-10-31T18:04:25Z,365,COHS0MZY,407,English,Independent,41,Female,White,United States,United States,United States,English,Yes,Part-Time
1818,maze-event,36,NA,NA,TX,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,5fbbe3a696d6300008af539d,6723c2f78c9be29aa231b276,APPROVED,Not Applicable,2024-10-31T17:48:43Z,2024-10-31T17:51:47Z,2024-11-01T02:23:31Z,2024-10-31T17:51:49Z,185,COHS0MZY,1452,English,Democrat,36,Male,Other,United States,United States,United States,Spanish,No,Part-Time
1486,spr-event,40,NA,NA,MA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,66d65d2d28ff7103f64119cb,6723b712e1e2f10e2ddaa664,APPROVED,Not Applicable,2024-10-31T16:57:58Z,2024-10-31T16:59:59Z,2024-11-01T02:20:37Z,2024-10-31T17:01:55Z,122,COHS0MZY,381,English,Independent,40,Male,White,United States,United States,United States,English,No,Full-Time
1718,cloze-event,28,NA,NA,MN,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,5fefaa63238d4be5c34c0d51,6723c0fbd21e7b80c4e2f2c8,APPROVED,Not Applicable,2024-10-31T17:40:15Z,2024-10-31T17:41:21Z,2024-11-01T02:29:19Z,2024-10-31T17:41:22Z,66,COHS0MZY,2271,English,Democrat,28,Male,White,United States,United States,United States,English,No,Full-Time
2642,cloze-event,43,Daily,NA,TX,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,63e885e4e1fc973179d56f63,6723d07040a09c02c0ebc788,APPROVED,Not Applicable,2024-10-31T18:46:13Z,2024-10-31T18:49:37Z,2024-11-01T02:22:14Z,2024-10-31T18:51:39Z,204,COHS0MZY,4536,English,Independent,43,Female,White,United States,United States,United States,English,No,Full-Time
2849,cloze-event,64,Daily,NA,NY,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Democrat,66cc8c5018e31d14f4cc6cf9,6723dd2d1268560ae6f08319,APPROVED,Not Applicable,2024-10-31T19:40:34Z,2024-10-31T19:42:16Z,2024-11-01T02:25:43Z,2024-10-31T19:44:53Z,102,COHS0MZY,425,English,Democrat,64,Male,White,United States,United States,United States,English,No,Full-Time
2840,cloze-event,24,Daily,NA,MO,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,66e039e38ef91b78f1737632,6723dbcb0e8e722e909422b0,APPROVED,Not Applicable,2024-10-31T19:35:36Z,2024-10-31T19:37:40Z,2024-11-01T02:29:03Z,2024-10-31T19:37:58Z,124,COHS0MZY,385,English,Independent,24,Female,White,United States,United States,United States,English,No,Full-Time
1833,event-spr,29,NA,NA,NY,Male,Donald Trump,Yes,No,Some college,Yes,Republican,66313a1d5b7e48589182d3c9,6723c3477e98c030856558e4,APPROVED,Not Applicable,2024-10-31T17:50:04Z,2024-10-31T17:52:28Z,2024-11-01T02:26:35Z,2024-10-31T17:52:29Z,145,COHS0MZY,789,English,Independent,29,Male,Asian,China,United States,United States,Chinese,No,Full-Time
1813,spr-event,36,NA,NA,AZ,Male,Donald Trump,Yes,Yes,Some college,Yes,Independent,602f329284781fbf09e0cafc,6723c2da6cf09abfa5b2ea75,APPROVED,Not Applicable,2024-10-31T17:48:17Z,2024-10-31T17:49:49Z,2024-11-01T02:20:57Z,2024-10-31T17:49:51Z,93,COHS0MZY,3179,English,Independent,36,Male,White,United States,United States,United States,English,No,Full-Time
2827,maze-event,65,Daily,NA,IL,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,5c8198fcf29fd90001a2b9c9,6723daa9d48b02b492b4cdbc,APPROVED,Not Applicable,2024-10-31T19:29:51Z,2024-10-31T19:33:25Z,2024-11-01T02:18:27Z,2024-10-31T19:33:26Z,215,COHS0MZY,4371,English,Republican,65,Female,White,United States,United States,United States,English,No,Part-Time
1391,event-maze,63,NA,NA,MA,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,66ca32e7d444410662e883ef,6723ada99e56f2aea7e315ce,APPROVED,Not Applicable,2024-10-31T16:18:00Z,2024-10-31T16:22:02Z,2024-11-01T02:25:48Z,2024-10-31T16:22:03Z,242,COHS0MZY,323,English,Independent,63,Male,White,United States,United States,United States,English,No,Part-Time
1628,event-spr,70,NA,NA,TN,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,622f7f35376a1f92763ddbe2,6723be207e98c0308565575b,APPROVED,Not Applicable,2024-10-31T17:31:05Z,2024-10-31T17:37:22Z,2024-11-01T02:18:49Z,2024-10-31T17:37:37Z,377,COHS0MZY,5088,English,Democrat,70,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1421,cloze-event,32,NA,NA,WA,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,6719ce353316db96a1fdbdaa,6723b17b8436435fb7987b59,APPROVED,Not Applicable,2024-10-31T16:34:09Z,2024-10-31T16:36:06Z,2024-11-01T02:26:24Z,2024-10-31T16:37:30Z,118,COHS0MZY,26,English,Independent,32,Male,White,United States,United States,United States,English,Yes,Full-Time
2332,event-cloze,51,Daily,NA,FL,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,5694e7b5e0c800000b5a3841,6723ca8616c1f8d60e952a3e,APPROVED,Not Applicable,2024-10-31T18:21:08Z,2024-10-31T18:22:42Z,2024-11-01T02:29:37Z,2024-10-31T18:22:43Z,94,COHS0MZY,4044,English,Republican,51,Male,White,United States,United States,United States,English,No,Full-Time
1992,spr-event,27,NA,NA,NH,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,6164f0d4bcacb419327b7f91,6723c5b7a033425774f68581,APPROVED,Not Applicable,2024-10-31T18:00:29Z,2024-10-31T18:02:07Z,2024-11-01T02:29:26Z,2024-10-31T18:02:08Z,98,COHS0MZY,3508,English,Democrat,27,Male,White,United States,United States,United States,English,Yes,Full-Time
1989,spr-event,26,NA,NA,PA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,636155035a53907e8c192d5b,6723c5b0d16d3827241ecaf7,APPROVED,Not Applicable,2024-10-31T18:00:22Z,2024-10-31T18:01:30Z,2024-11-01T02:26:41Z,2024-10-31T18:01:32Z,69,COHS0MZY,4924,"English, Chinese",Independent,26,Male,White,United States,United States,United States,English,No,Full-Time
2042,spr-event,46,NA,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,6634fcc04fdb39573179fb61,6723c6676d583f0b8647df3a,APPROVED,Not Applicable,2024-10-31T18:03:27Z,2024-10-31T18:05:16Z,2024-11-01T02:24:32Z,2024-10-31T18:07:44Z,110,COHS0MZY,713,"Spanish, English",Democrat,46,Female,Mixed,United States,United States,United States,Spanish,No,DATA_EXPIRED
